,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2023-11-03,"Nov 03, 2023",Valle Verde Animal Hospital,4325 Carlisle Blvd. NE,"Signplex, LLC",,0,17743.0,"$17,743.00",GP-2023-29091,Commercial,a commercial sign,4325,CARLISLE,BLVD,NE,,8B1,8,MONTGOMERY HEIGHTS,0,17743,VALLE VERDE ANIMAL HOSPITAL,"SIGNPLEX, LLC",20231103,0
1,2023-11-03,"Nov 03, 2023","Siegel Design Architects, Llc",1006 Park Ave. SW,Affordable Solar Group Llc,,0,5030.47,"$5,030.47",GP-2023-27547,Commercial,a roof mounted solar project,1006,PARK,AV,SW,,7A,2,RAYNOLDS ADDN,0,5030.47,"SIEGEL DESIGN ARCHITECTS, LLC",AFFORDABLE SOLAR GROUP LLC,20231103,0
2,2023-11-03,"Nov 03, 2023",Starbucks,99999 Coors Blvd. NW,Electrical Products Co.,,0,1800.0,"$1,800.00",GP-2023-29200,Commercial,a commercial sign,99999,COORS,BLVD,NW,,Q5,0000,ATRISCO BUSINESS PARK UNIT 4,0,1800,STARBUCKS,ELECTRICAL PRODUCTS COMPANY,20231103,0
3,2023-11-03,"Nov 03, 2023",Dante Padilla ,506 Central Ave. SW,Capital Construction And Development,,3900,1000.0,"$1,000.00",BP-2023-42195,Commercial,a change-of-use project,506,CENTRAL,AV,SW,,3,19,NEW MEXICO TOWN COMPANYS ORIGINAL TOWNSITE,3900,1000,DANTE PADILLA - CU89782915,CAPITAL CONSTRUCTION AND DEVELOPMENT,20231103,1
4,2023-11-02,"Nov 02, 2023",Matty Romero ,2500 Yale Blvd. SE,Laser Construction,,2675,80000.0,"$80,000.00",BP-2023-23874,Commercial,an addition,2500,YALE,BLVD,SE,,X1,0000,AIRPORT PARK,2675,80000,MATTY ROMERO - CU136162618,LASER CONSTRUCTION,20231102,
5,2023-11-02,"Nov 02, 2023",Robert Cohen ,501 Elizabeth St. SE,"Cohen, Robert Co., LLC",,1684,2948632.74,"$2,948,632.74",BP-2023-41971,Commercial,city project,501,ELIZABETH,ST,SE,,G2A,0000,MANZANO MESA,1684,2948632.74,ROBERT COHEN - CU40641474,"COHEN, ROBERT CO., LLC",20231102,
6,2023-11-02,"Nov 02, 2023",Mark Steinkamp ,301 Mcknight Ave. NW,Facilitybuild Inc.,,852,133349.85,"$133,349.85",BP-2023-43265,Commercial,city project,301,MCKNIGHT,AV,NW,,CORONADO PARK/FIRE STATION R#4,0000,FRANCISCAN ADDN,852,133349.85,MARK STEINKAMP - CU116063650,"FACILITYBUILD, INC.",20231102,
7,2023-11-02,"Nov 02, 2023",Rebekah Bellum ,400 Elm St. SE,"Aic General Contractors Inc., Cherry/See/Reames Architects Pc",,1090,0.0,,BP-2023-01186,Commercial,alterations,400,ELM,ST,SE,,7,4,TERRACE ADDN,1090,0,REBEKAH BELLUM - CU37349739,"AIC GENERAL CONTRACTORS, INC., CHERRY/SEE/REAMES ARCHITECTS PC",20231102,
8,2023-11-02,"Nov 02, 2023",Xfinity ,4600 Cutler Ave. NE,Signart Of New Mexico Inc.,,0,2500.0,"$2,500.00",GP-2023-18116,Commercial,a commercial sign,4600,CUTLER,AV,NE,,3A1,0000,PAVILIONS AT SAN MATEO,0,2500,XFINITY ,"SIGNART OF NEW MEXICO, INC.",20231102,0
9,2023-11-02,"Nov 02, 2023",Lee Anne Branscome ,4665 Irving Blvd. NW,Westwood Contractors Inc.,,15382,600000.0,"$600,000.00",BP-2023-37819,Commercial,alterations,4665,IRVING,BLVD,NW,,3A3,0000,EAGLE RANCH,15382,600000,LEE ANNE BRANSCOME - CU104240004,"WESTWOOD CONTRACTORS, INC.",20231102,1
10,2023-11-02,"Nov 02, 2023",Drew Fisher ,100 Coors Blvd. NW,"Pmc Construction, Fbt Architects",,939,60000.0,"$60,000.00",BP-2023-41234,Commercial,alterations,100,COORS,BLVD,NW,,E,0000,ATRISCO VILLAGE,939,60000,DREW FISHER - CU110427181,"PMC CONSTRUCTION, FBT ARCHITECTS",20231102,1
11,2023-11-02,"Nov 02, 2023",James Lewis ,7401 Atrisco Vista Blvd. NW,"Sierra Development Co., James C Lewis Architect ",,30520,568282.4,"$568,282.40",BP-2023-33130,Commercial,a foundation,7401,ATRISCO VISTA,BLVD,NW,,O1,0000,DOUBLE EAGLE II AIRPORT & ADJACENT LANDS,30520,568282.4,JAMES LEWIS - CU34935835,"SIERRA DEVELOPMENT COMPANY, JAMES C LEWIS ARCHITECT ",20231102,10
12,2023-11-01,"Nov 01, 2023",Lorraine Bilotti ,2100 Louisiana Blvd. NE,Hart Design And Construction Inc.,,8131,1257410.0,"$1,257,410.00",BP-2023-33572,Commercial,alterations,2100,LOUISIANA,BLVD,NE,,A,0000,WINROCK CENTER ADDN,8130.73,1257410,LORRAINE BILOTTI - CU187855586,HART DESIGN AND CONSTRUCTION INC.,20231101,1
13,2023-11-01,"Nov 01, 2023",Goodwill Industries Of New Mexico,11901 Copper Ave. NE,Signart Of New Mexico Inc.,,0,19000.0,"$19,000.00",GP-2023-32093,Commercial,a commercial sign,11901,COPPER,AV,NE,,1A1,0000,MONARCH VILLAGE,0,19000,GOODWILL INDUSTRIES OF NEW MEXICO,"SIGNART OF NEW MEXICO, INC.",20231101,0
14,2023-11-01,"Nov 01, 2023",Jeremy  Zak ,8801 Horizon Blvd. NE,Klinger Constructors Llc,,20490,1500000.0,"$1,500,000.00",BP-2023-33988,Commercial,commercial renovation phase,8801,HORIZON,BLVD,NE,,4B,0000,HORIZON VILLAGE,20490,1500000,JEREMY  ZAK - CU157390843,KLINGER CONSTRUCTORS LLC,20231101,
15,2023-11-01,"Nov 01, 2023",Cottontails Diapers,3421 Claremont Ave. NE,Electrical Products Co.,,0,1800.0,"$1,800.00",GP-2023-33453,Commercial,a commercial sign,3421,CLAREMONT,AV,NE,,C4A,0000,DUKE CITY INDUSTRIAL AREA,0,1800,COTTONTAILS DIAPERS,ELECTRICAL PRODUCTS COMPANY,20231101,0
16,2023-10-31,"Oct 31, 2023",Coda Bakery,201 San Pedro  SE,Signart Of New Mexico Inc.,,0,12700.0,"$12,700.00",GP-2023-33651,Commercial,a commercial sign,201,SAN PEDRO,DR,SE,,4B,0000,TIJERAS PLACE IMPROVEMENT CO INC,0,12700,CODA BAKERY,"SIGNART OF NEW MEXICO, INC.",20231031,0
17,2023-10-31,"Oct 31, 2023",Lisa Mcclaren ,4700 Jefferson St. NE,"Insight Construction, LLC",,4709,550000.0,"$550,000.00",BP-2023-39548,Commercial,alterations,4700,JEFFERSON,ST,NE,,E3A,0000,ALLWOODS,4709,550000,LISA MCCLAREN - CU50220309,"INSIGHT CONSTRUCTION, LLC",20231031,
18,2023-10-31,"Oct 31, 2023",Madeleine Reinke ,312 Yale Blvd. SE,"Powerhouse Retail Services, LLC, Power House Electric Llc",,2400,150000.0,"$150,000.00",BP-2023-10583,Commercial,an addition,312,YALE,BLVD,SE,,WD,0000,UNIVERSITY HEIGHTS,2400,150000,MADELEINE REINKE - CU177202364,"POWERHOUSE RETAIL SERVICES, LLC, POWER HOUSE ELECTRIC LLC",20231031,
19,2023-10-31,"Oct 31, 2023",Phillips 66,4701 4Th St. NW,Electrical Products Co.,,0,2300.0,"$2,300.00",GP-2023-12187,Commercial,a commercial sign,4701,4TH,ST,NW,,2,0000,RIVERA PLACE,0,2300,PHILLIPS 66,ELECTRICAL PRODUCTS COMPANY,20231031,0
20,2023-10-30,"Oct 30, 2023",Scott Anderson ,4101 Coors Blvd. NW,"Laser Construction, Scott C. Anderson",,1829,60000.0,"$60,000.00",BP-2022-42257,Commercial,alterations,4101,COORS,BLVD,NW,,3,0000,COORS PAVILION,1829,60000,SCOTT ANDERSON - CU35351882,"LASER CONSTRUCTION, SCOTT C. ANDERSON",20231030,
21,2023-10-30,"Oct 30, 2023",Jimmy Lanonh ,416 Yale Blvd. SE,Powerhouse Contracting Llc,,1306,10000.0,"$10,000.00",BP-2023-40199,Commercial,a change-of-use project,416,YALE,BLVD,SE,,8A,4,UNIVERSITY HEIGHTS,1306,10000,JIMMY LANONH - CU189639902,POWERHOUSE CONTRACTING LLC,20231030,
