,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2023-04-27,"Apr 27, 2023",Clear Channel Outdoor,3520 Menaul Blvd. NE,Conway Electric,,0,8000.0,"$8,000.00",GP-2023-03024,Commercial,a commercial sign,3520,MENAUL,BLVD,NE,,B1,0000,REAY--JOSEPH TRACT,0,8000,CLEAR CHANNEL OUTDOOR,CONWAY ELECTRIC,20230427,0
1,2023-04-27,"Apr 27, 2023",R. Greenleaf,8150 Louisiana Blvd. NE,Electrical Products Co.,,0,1800.0,"$1,800.00",GP-2023-12632,Commercial,a commercial sign,8150,LOUISIANA,BLVD,NE,,1A4,10,N ABQ ACRES TR 2 UNIT 3,0,1800,R. GREENLEAF,ELECTRICAL PRODUCTS COMPANY,20230427,0
2,2023-04-27,"Apr 27, 2023",Affordable Solar/Gridworks,3900 Singer Blvd. NE,Electrical Products Co.,,0,2000.0,"$2,000.00",GP-2023-01895,Commercial,a commercial sign,3900,SINGER,BLVD,NE,,6A1,0000,JEFFERSON COMMONS UNIT 2,0,2000,AFFORDABLE SOLAR/GRIDWORKS,ELECTRICAL PRODUCTS COMPANY,20230427,0
3,2023-04-27,"Apr 27, 2023",Ross Small ,2401 Aztec Road NE,"Sdv Construction Inc., Architects Studio",,3471,450000.0,"$450,000.00",BP-2022-14887,Commercial,alterations,2401,AZTEC,RD,NE,,D SWLY PORTION OF,D,INDIAN ACRES,3471,450000,ROSS SMALL - CU58143310,"SDV CONSTRUCTION, INC., ARCHITECTS STUDIO",20230427,1
4,2023-04-27,"Apr 27, 2023",Heritage Hotels,1820 Bellamah Ave. NW,Signart Of New Mexico Inc.,,0,0.0,,GP-2023-06992,Commercial,a commercial sign,1820,BELLAMAH,AV,NW,,1A,0000,FREEWAY OLD TOWN LTD,0,0,HERITAGE HOTELS,"SIGNART OF NEW MEXICO, INC.",20230427,0
5,2023-04-27,"Apr 27, 2023",Slice And Dice Pizza,2235 Wyoming Blvd. NE,Signart Of New Mexico Inc.,,0,0.0,,GP-2023-09276,Commercial,a commercial sign,2235,WYOMING,BLVD,NE,,A,0000,HOFFMANTOWN SQUARE,0,0,SLICE AND DICE PIZZA,"SIGNART OF NEW MEXICO, INC.",20230427,0
6,2023-04-27,"Apr 27, 2023",Bmo,2101 Eubank Blvd. NE,Signart Of New Mexico Inc.,,0,0.0,,GP-2023-11606,Commercial,a commercial sign,2101,EUBANK,BLVD,NE,,23,31,SNOW HEIGHTS ADDN,0,0,BMO,"SIGNART OF NEW MEXICO, INC.",20230427,0
7,2023-04-27,"Apr 27, 2023",Bmo,303 Roma Ave. NW,Signart Of New Mexico Inc.,,0,0.0,,GP-2023-11609,Commercial,a commercial sign,303,ROMA,AV,NW,,A,0000,SUNWEST CENTRE,0,0,BMO,"SIGNART OF NEW MEXICO, INC.",20230427,0
8,2023-04-26,"Apr 26, 2023",La Montanita Food Co-Op,3500 Central Ave. SE,Electrical Products Co.,,0,2300.0,"$2,300.00",GP-2023-10972,Commercial,a commercial sign,3500,CENTRAL,AV,SE,,2A,56,UNIVERSITY HEIGHTS,0,2300,LA MONTANITA FOOD CO-OP,ELECTRICAL PRODUCTS COMPANY,20230426,0
9,2023-04-26,"Apr 26, 2023",Birria,111 Coors Blvd. NW,"Signplex, LLC",,0,1090.0,"$1,090.00",GP-2023-06137,Commercial,a commercial sign,111,COORS,BLVD,NW,,B1A,0000,HUBBELL PLAZA,0,1090,BIRRIA,"SIGNPLEX, LLC",20230426,0
