,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-09-24,"September 24, 2021",Eric Nuebling - Cu140368604,4100 Central Ave. SW,"Poeima Construction & Repair, LLC",Alterations,3780,200000.0,"$200,000.00",BP-2021-34431,Commercial,Alterations,4100,CENTRAL,AV,SW,,A,0000,COOGAN & WALTERS & SOUTHWESTERN LAND & DEV CO,3780,200000,ERIC NUEBLING - CU140368604,"POEIMA CONSTRUCTION & REPAIR, LLC",20210924,
1,2021-09-24,"September 24, 2021",Brent Miller - Cu133585138,9737 Eagle Ranch Road NW,"Enertech Resources, LLC",Alterations,10,25000.0,"$25,000.00",BP-2021-27413,Commercial,Alterations,9737,EAGLE RANCH,RD,NW,,N1B1,0000,SEVEN BAR RANCH,10,25000,BRENT MILLER - CU133585138,"ENERTECH RESOURCES, LLC",20210924,
2,2021-09-23,"September 23, 2021",Joey Barr,1202 Ortiz  SE,Nm Solar Group Inc.,Solar Under 10KW - Roof Mounted,0,27130.0,"$27,130.00",GP-2021-24834,Commercial,Solar Under 10KW - Roof Mounted,1202,ORTIZ,DR,SE,,A,10,VIRGINIA PLACE ADDN,0,27130,JOEY BARR,NM SOLAR GROUP INC,20210923,0
3,2021-09-23,"September 23, 2021",Route 66 Veterinary Emergency & Critical Care,3601 Central Ave. NE,Electrical Products Co.,Sign - Commercial Sign,0,3200.0,"$3,200.00",GP-2021-39264,Commercial,Sign - Commercial Sign,3601,CENTRAL,AV,NE,,A1,1,COLLEGE VIEW BUSINESS ADDN,0,3200,ROUTE 66 VETERINARY EMERGENCY & CRITICAL CARE,ELECTRICAL PRODUCTS COMPANY,20210923,0
4,2021-09-23,"September 23, 2021",Qcd Project,3205 Broadway Blvd. SE,Electrical Products Co.,Sign - Commercial Sign,0,4300.0,"$4,300.00",GP-2021-39028,Commercial,Sign - Commercial Sign,3205,BROADWAY,BLVD,SE,,B2,0000,SCHULTZ,0,4300,QCD PROJECT,ELECTRICAL PRODUCTS COMPANY,20210923,0
5,2021-09-23,"September 23, 2021",Jessica Pompa - Cu105525227,7828 Ranchwood  NW,"Budagher Co., Md7 Llc",Alterations,160,75000.0,"$75,000.00",BP-2021-37148,Commercial,Alterations,7828,RANCHWOOD,DR,NW,,1,5,LAURELWOOD UNIT 1B,160,75000,JESSICA POMPA - CU105525227,"BUDAGHER CO., MD7 LLC",20210923,
6,2021-09-23,"September 23, 2021",Jp Morgan Chase Bank,8001 Wyoming Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,4200.0,"$4,200.00",GP-2021-28147,Commercial,Sign - Commercial Sign,8001,WYOMING,BLVD,NE,,A,0000,PASEO VILLAGE,0,4200,JP MORGAN CHASE BANK,ELECTRICAL PRODUCTS COMPANY,20210923,0
7,2021-09-23,"September 23, 2021",Jp Morgan Chase Bank,9221 Coors Blvd. NW,Electrical Products Co.,Sign - Commercial Sign,0,4200.0,"$4,200.00",GP-2021-28951,Commercial,Sign - Commercial Sign,9221,COORS,BLVD,NW,,A1A1,0000,PLAZA AT PASEO DEL NORTE,0,4200,JP MORGAN CHASE BANK,ELECTRICAL PRODUCTS COMPANY,20210923,0
8,2021-09-23,"September 23, 2021",7B Building @ Development,7509 Menaul Blvd. NE,Guzman Construction Solutions Llc,Demolition - Demolition,0,0.0,,GP-2021-41780,Commercial,Demolition - Demolition,7509,MENAUL,BLVD,NE,,3,8,BROAD ACRES ADDN,0,0,7B BUILDING @ DEVELOPMENT,GUZMAN CONSTRUCTION SOLUTIONS LLC,20210923,0
9,2021-09-23,"September 23, 2021",Stefan Johnson - Cu143171922,912 3Rd St. NW,"Trp, LLC",Alterations,11926,125000.0,"$125,000.00",BP-2021-37269,Commercial,Alterations,912,3RD,ST,NW,,20,4,HOMESTEAD & GARDENSPOT ADDN,11926,125000,STEFAN JOHNSON - CU143171922,"TRP, LLC",20210923,
10,2021-09-22,"September 22, 2021",Paul Mitchell ,2200 Q St. NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2021-38622,Commercial,Sign - Commercial Sign,2200,Q,ST,NE,,A1,0000,ABQ UPTOWN SITE,0,0,PAUL MITCHELL ,"SIGNART OF NEW MEXICO, INC.",20210922,0
11,2021-09-22,"September 22, 2021",Radiant Heating Systems ,5601 Holly Ave. NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2021-38617,Commercial,Sign - Commercial Sign,5601,HOLLY,AV,NE,,22,17,N ABQ ACRES TR A UNIT B,0,0,RADIANT HEATING SYSTEMS ,"SIGNART OF NEW MEXICO, INC.",20210922,0
12,2021-09-22,"September 22, 2021",David Mceachern - Cu79620717,10500 Copper Pointe  NE,"Dpc Construction Ltd. Co., Rba Architects",Alterations,2540,25000.0,"$25,000.00",BP-2021-00775,Commercial,Alterations,10500,COPPER POINTE,WY,NE,,5,0000,COPPER POINTE,2540,25000,DAVID MCEACHERN - CU79620717,"DPC CONSTRUCTION LTD. CO., RBA ARCHITECTS",20210922,
13,2021-09-22,"September 22, 2021",Albuquerque Housing Authority,9101 Copper Ave. NE,Paradise Power Company Inc.,Solar Under 10KW - Roof Mounted,0,22395.0,"$22,395.00",GP-2021-08672,Commercial,Solar Under 10KW - Roof Mounted,9101,COPPER,AV,NE,,3A,0000,MUNICIPAL ADDN NO 2,0,22395,ALBUQUERQUE HOUSING AUTHORITY,PARADISE POWER COMPANY INC,20210922,0
14,2021-09-22,"September 22, 2021",Intellitec College,4575 San Mateo Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,1950.0,"$1,950.00",GP-2021-30634,Commercial,Sign - Commercial Sign,4575,SAN MATEO,BLVD,NE,,C,0000,MONTGOMERY PLAZA,0,1950,INTELLITEC COLLEGE,ELECTRICAL PRODUCTS COMPANY,20210922,0
15,2021-09-22,"September 22, 2021",Gina Kelly - Cu97137236,501 Morris St. NE,"Sga Design Group, Tri State General Contractors Inc.",Alterations,209184,400000.0,"$400,000.00",BP-2021-25831,Commercial,Alterations,501,MORRIS,ST,NE,,B1A1A,0000,TOWNE PARK PLAZA,209184,400000,GINA KELLY - CU97137236,"SGA DESIGN GROUP, TRI STATE GENERAL CONTRACTORS INC",20210922,
16,2021-09-21,"September 21, 2021",Rebekah Bellum - Cu37349739,903 10Th St. SW,"Esa Construction Inc., Cherry/See/Reames Architects Pc",City Project,230,44000.0,"$44,000.00",BP-2020-55650,Commercial,City Project,903,10TH,ST,SW,,RIO GRANDE PARK & ZOO,0000,RIO GRANDE ZOO,230,44000,REBEKAH BELLUM - CU37349739,"ESA CONSTRUCTION, INC., CHERRY/SEE/REAMES ARCHITECTS PC",20210921,
17,2021-09-21,"September 21, 2021",Carlos  Torres - Cu66674539,5210 Eubank Blvd. NE,"Snyder Construction, Llc, Modulus Architects Inc.",Addition,8354,525000.0,"$525,000.00",BP-2020-44139,Commercial,Addition,5210,EUBANK,BLVD,NE,,2,0000,PROMENADE,8354,525000,CARLOS  TORRES - CU66674539,"SNYDER CONSTRUCTION, LLC, MODULUS ARCHITECTS, INC",20210921,
18,2021-09-20,"September 20, 2021",Sandra Fairchild - Cu72166222,5300 Eubank Blvd. NE,"Rich, Mick Contractors Inc.",Alterations,11586,80000.0,"$80,000.00",BP-2021-36345,Commercial,Alterations,5300,EUBANK,BLVD,NE,,L1,0000,ACADEMY PLACE UNIT 8,11586,80000,SANDRA FAIRCHILD - CU72166222,"RICH, MICK CONTRACTORS INC",20210920,
19,2021-09-20,"September 20, 2021",Mark Rouch - Cu119898096,9221 Coors Blvd. NW,"Wilger Enterprises Inc., Rouch Architects",New Building,3293,2500000.0,"$2,500,000.00",BP-2021-07739,Commercial,New Building,9221,COORS,BLVD,NW,,A1A1,0000,PLAZA AT PASEO DEL NORTE,3293,2500000,MARK ROUCH - CU119898096,"WILGER ENTERPRISES INC, ROUCH ARCHITECTS",20210920,
20,2021-09-20,"September 20, 2021",Juan  Astiazaran  - Cu100040617,6500 Americas  NE,"Kassam Construction, LLC",Commercial New Phase,17567,0.0,,BP-2021-33558,Commercial,Commercial New Phase,6500,AMERICAS,PKWY,NE,,A2A1A,0000,PARK SQUARE ADDN,17567,0,JUAN  ASTIAZARAN  - CU100040617,"KASSAM CONSTRUCTION, LLC",20210920,
