,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2023-08-03,"Aug 03, 2023",Carlos  Torres ,7500 Universe Blvd. NW,"Modulus Architects Inc., B Enterprises Llc",,9100,145000.0,"$145,000.00",BP-2022-39355,Commercial,a foundation,7500,UNIVERSE,BLVD,NW,,20A,2,VOLCANO CLIFFS UNIT 14,9100,145000,CARLOS  TORRES - CU66674539,"MODULUS ARCHITECTS, INC, B ENTERPRISES LLC",20230803,
1,2023-08-02,"Aug 02, 2023",Regina Okoye ,211 Unser Blvd. SW,"7B Building & Development Llc, Modulus Architects Inc.",,4355,1200000.0,"$1,200,000.00",BP-2023-01085,Commercial,a new building,211,UNSER,BLVD,SW,,10,0000,UNSER CROSSINGS,4355,1200000,REGINA OKOYE - CU114172906,"7B BUILDING & DEVELOPMENT LLC, MODULUS ARCHITECTS, INC",20230802,
2,2023-08-02,"Aug 02, 2023",Steven Alano ,7500 Bluewater Road NW,"Tradepro, Greer Stafford/Sjcf Architecture Inc.",,187735,8582.0,"$8,582.00",BP-2023-15959,Commercial,alterations,7500,BLUEWATER,RD,NW,,B1,0000,ATRISCO BUSINESS PARK UNIT 2,187735,8582,STEVEN ALANO - CU59338790,"TRADEPRO, GREER STAFFORD/SJCF ARCHITECTURE INC",20230802,
3,2023-08-01,"Aug 01, 2023",Joe Simons ,7220 Central Ave. SE,"Conversion Test Contractor, Simons Architecture Pc, Storm Construction & Remodeling, LLC, Dynamic Roofing Holding Llc",,8899,71081.53,"$71,081.53",BP-2023-28386,Commercial,alterations,7220,CENTRAL,AV,SE,,A,0000,SUNPUEBLO APARTMENTS,8899,71081.53,JOE SIMONS - CU126184698,"CONVERSION TEST CONTRACTOR, SIMONS ARCHITECTURE PC, STORM CONSTRUCTION & REMODELING, LLC, DYNAMIC ROOFING HOLDING LLC",20230801,
4,2023-08-01,"Aug 01, 2023",James B Clark ,7120 Wyoming Blvd. NE,"Barnsley Construction, Llc, Masterworks Architects Inc.",,2443,62500.0,"$62,500.00",BP-2023-10883,Commercial,alterations,7120,WYOMING,BLVD,NE,,AA1A1A,0000,LOMA DEL NORTE UNIT 5A,2443,62500,JAMES B CLARK - CU30871156,"BARNSLEY CONSTRUCTION, LLC, MASTERWORKS ARCHITECTS, INC",20230801,1
5,2023-08-01,"Aug 01, 2023",James Pekin,413 2Nd St. SW,Hart Design And Construction Inc.,,0,1000.0,"$1,000.00",GP-2023-18358,Commercial,a commercial sign,413,2ND,ST,SW,,13A,37,NEW MEXICO TOWN COMPANYS ORIGINAL TOWNSITE,0,1000,JAMES PEKIN,HART DESIGN AND CONSTRUCTION INC.,20230801,0
6,2023-08-01,"Aug 01, 2023",Lisa Mcclaren ,1720 Central Ave. SW,"Insight Construction, LLC",,3165,300000.0,"$300,000.00",BP-2023-00629,Commercial,alterations,1720,CENTRAL,AV,SW,,1,0000,COUNTRY CLUB PLAZA,3165,300000,LISA MCCLAREN - CU50220309,"INSIGHT CONSTRUCTION, LLC",20230801,
7,2023-07-31,"Jul 31, 2023",Discount Tire,6315 Menaul Blvd. NE,Signart Of New Mexico Inc.,,0,0.0,,GP-2023-23115,Commercial,a commercial sign,6315,MENAUL,BLVD,NE,,5,4,VISTA ENCANTADA,0,0,DISCOUNT TIRE,"SIGNART OF NEW MEXICO, INC.",20230731,0
8,2023-07-31,"Jul 31, 2023",Joy Junction Thrift Shoppe,11030 Menaul Blvd. NE,Electrical Products Co.,,0,1800.0,"$1,800.00",GP-2023-23473,Commercial,a commercial sign,11030,MENAUL,BLVD,NE,,34F,88B,SNOW HEIGHTS ADDN,0,1800,JOY JUNCTION THRIFT SHOPPE,ELECTRICAL PRODUCTS COMPANY,20230731,0
9,2023-07-31,"Jul 31, 2023",Roadrunner Health Services,4320 The 25 Way  NE,Electrical Products Co.,,0,1800.0,"$1,800.00",GP-2023-12395,Commercial,a commercial sign,4320,THE 25 WAY,,NE,,I1,0000,THE 25,0,1800,ROADRUNNER HEALTH SERVICES,ELECTRICAL PRODUCTS COMPANY,20230731,0
10,2023-07-31,"Jul 31, 2023",Xavier Nuno-Whelan ,6420 Central Ave. SE,"Xavier Nuno-Whelan, Jaga Networks Llc , Phoenix Innovations Llc",,1840,150000.0,"$150,000.00",BP-2022-01403,Commercial,alterations,6420,CENTRAL,AV,SE,,13,1,FAIRGROUNDS ADDN,1840,150000,XAVIER NUNO-WHELAN - CU85446517,"XAVIER NUNO-WHELAN, JAGA NETWORKS LLC , PHOENIX INNOVATIONS LLC",20230731,1
11,2023-07-31,"Jul 31, 2023",Take 5 Oil Change,6201 Montgomery Blvd. NE,Signart Of New Mexico Inc.,,0,0.0,,GP-2023-23236,Commercial,a commercial sign,6201,MONTGOMERY,BLVD,NE,,C,7,BOYDS ADDN,0,0,TAKE 5 OIL CHANGE,"SIGNART OF NEW MEXICO, INC.",20230731,0
12,2023-07-31,"Jul 31, 2023",Wash Tub Laundromat,640 Coors Blvd. NW,Signart Of New Mexico Inc.,,0,0.0,,GP-2023-23266,Commercial,a commercial sign,640,COORS,BLVD,NW,,B,J,NORTHERN HEIGHTS ADDN,0,0,WASH TUB LAUNDROMAT,"SIGNART OF NEW MEXICO, INC.",20230731,0
13,2023-07-31,"Jul 31, 2023",Ross Dress For Less,3701 Ellison  NW,Electrical Products Co.,,0,2400.0,"$2,400.00",GP-2023-12394,Commercial,a commercial sign,3701,ELLISON,DR,NW,,I1,0000,COTTONWOOD CORNERS,0,2400,ROSS DRESS FOR LESS,ELECTRICAL PRODUCTS COMPANY,20230731,0
14,2023-07-31,"Jul 31, 2023",Aic General Contractors Aic ,8910 Holly Ave. NE,"Aic General Contractors Inc., Treveston Elliott Architect",,1978,125000.0,"$125,000.00",BP-2023-16092,Commercial,alterations,8910,HOLLY,AV,NE,,6,0000,VENTURA PLACE,1978,125000,AIC GENERAL CONTRACTORS AIC - CU23378618,"AIC GENERAL CONTRACTORS, INC., TREVESTON ELLIOTT ARCHITECT",20230731,1
