,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2024-12-13,"Dec 13, 2024",Justin Vilhauer ,10850 Golf Course Road NW,"Black Canyon Construction Co., Greenberg Farrow",,10026,975000.0,"$975,000.00",BP-2024-07097,Commercial,a new building,10850,GOLF COURSE,RD,NW,,D1,0000,PARADISE HEIGHTS UNIT 1,10026,975000,JUSTIN VILHAUER - CU215103873,"BLACK CANYON CONSTRUCTION COMPANY, GREENBERG FARROW",20241213,
1,2024-12-13,"Dec 13, 2024",Cimarron Holdings Llc ,4517 Central Ave. NW,Coronado Wrecking & Salvage Co. Inc.,,0,25120.0,"$25,120.00",GP-2024-43411,Commercial,demolition - demolition,4517,CENTRAL,AV,NW,,A,0000,GONZALES--NESTOR,0,25120,CIMARRON HOLDINGS LLC ,"CORONADO WRECKING & SALVAGE CO., INC.",20241213,0
2,2024-12-12,"Dec 12, 2024",Jeremy Shelton ,3550 Access Road SE,"Jaynes Corp., Dekker Perich Sabatini",,12690,2000000.0,"$2,000,000.00",BP-2024-35811,Commercial,alterations,3550,ACCESS,RD,SE,,A1,0000,SUNPORT MUNICIPAL ADDN,12690,2000000,JEREMY SHELTON - CU206457827,"JAYNES CORPORATION, DEKKER PERICH SABATINI",20241212,
3,2024-12-12,"Dec 12, 2024",Jonathan Turner ,2040 Gibson Blvd. SE,"Johansen Interiors Llc, Carry D. Mclain",,2621,315594.61,"$315,594.61",BP-2024-28126,Commercial,a new building,2040,GIBSON,BLVD,SE,,C1,0000,LOVELACE HEIGHTS ADDN,2621,315594.61,JONATHAN TURNER - CU194734233,"JOHANSEN INTERIORS LLC, CARRY D. MCLAIN",20241212,1
4,2024-12-11,"Dec 11, 2024",Doug Heller ,6300 Jefferson St. NE,"Bradbury Stamm Construction  Inc., Mullen Heller Architecture",,13670,4000000.0,"$4,000,000.00",BP-2024-35297,Commercial,alterations,6300,JEFFERSON,ST,NE,87109,A1A1A/LOVELACE HOSPITAL,0000,LOVELACE HOSPITAL,13670,4000000,DOUG HELLER - CU76280795,"BRADBURY STAMM CONSTRUCTION  INC., MULLEN HELLER ARCHITECTURE",20241211,
5,2024-12-11,"Dec 11, 2024",Doug Heller ,6300 Jefferson St. NE,"Bradbury Stamm Construction  Inc., Mullen Heller Architecture",,12729,4500000.0,"$4,500,000.00",BP-2024-35301,Commercial,alterations,6300,JEFFERSON,ST,NE,87109,A1A1A/LOVELACE HOSPITAL,0000,LOVELACE HOSPITAL,12729,4500000,DOUG HELLER - CU76280795,"BRADBURY STAMM CONSTRUCTION  INC., MULLEN HELLER ARCHITECTURE",20241211,
6,2024-12-11,"Dec 11, 2024",Flix Brewhouse,12921 Indian School Road NE,Electrical Products Co. Of Nm/ Zeon Signs,,0,2600.0,"$2,600.00",GP-2024-37664,Commercial,a commercial sign,12921,INDIAN SCHOOL,RD,NE,,J2B1,5,PANORAMA HEIGHTS ADDN,0,2600,FLIX BREWHOUSE,ELECTRICAL PRODUCTS COMPANY OF NM/ ZEON SIGNS,20241211,0
7,2024-12-11,"Dec 11, 2024",Angelo Brunacini ,7226 Central Ave. SW,"Brunacini, Ga Construction Co. Inc. ",,50000,3500000.0,"$3,500,000.00",BP-2024-30395,Commercial,a new building,7226,CENTRAL,AV,SW,,55,0000,TOWN OF ATRISCO GRANT UNIT 6,50000,3500000,ANGELO BRUNACINI - CU44938389,"BRUNACINI, GA CONSTRUCTION CO. INC. ",20241211,
8,2024-12-11,"Dec 11, 2024",Angelo Brunacini ,540 Silver Creek Road NW,"Brunacini, Ga Construction Co. Inc. ",,18194,30000.0,"$30,000.00",BP-2024-38940,Commercial,alterations,540,SILVER CREEK,RD,NW,,4,0000,MERIDIAN BUSINESS PARK,18194,30000,ANGELO BRUNACINI - CU44938389,"BRUNACINI, GA CONSTRUCTION CO. INC. ",20241211,
9,2024-12-10,"Dec 10, 2024",Keith Kline Keith Kline ,4629 Sorrel  SW,"Hansen & Prezzano/Builders, LLC",,1800,109000.0,"$109,000.00",BP-2024-31229,Commercial,city project,4629,SORREL,LA,SW,,VALLEY GARDENS PARK,2,VALLEY GARDENS SOUTH UNIT 1,1800,109000,KEITH KLINE KEITH KLINE - CU127093648,"HANSEN & PREZZANO/BUILDERS, LLC",20241210,
