,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2023-11-22,"Nov 22, 2023",Eric Munn ,1228 Juan Tabo Blvd. NE,"Ti Design Services, Licensed Contractor Llc",,1861,87500.0,"$87,500.00",BP-2023-32501,Commercial,alterations,1228,JUAN TABO,BLVD,NE,,AA,3,ROYAL HEIGHTS,1861,87500,ERIC MUNN - CU61763760,"TI DESIGN SERVICES, LICENSED CONTRACTOR LLC",20231122,1
1,2023-11-22,"Nov 22, 2023",Scott Anderson ,4001 San Pedro Blvd. NE,"Bailey Land & Cattle Llc, Scott C. Anderson",,4893,50000.0,"$50,000.00",BP-2023-15015,Commercial,alterations,4001,SAN PEDRO,BLVD,NE,,C1,C,ALTAMONT ADDN UNIT 6,4893,50000,SCOTT ANDERSON - CU35351882,"BAILEY LAND & CATTLE LLC, SCOTT C. ANDERSON",20231122,
2,2023-11-21,"Nov 21, 2023",Michelle Caraballo ,911 Four Hills Road SE,Varsity Llc,,400,50000.0,"$50,000.00",BP-2022-32116,Commercial,alterations,911,FOUR HILLS,RD,SE,,2/FOUR HILLS GOLF COURSE,0000,FOUR HILLS COUNTRY CLUB,400,50000,MICHELLE CARABALLO - CU162204309,VARSITY LLC,20231121,
3,2023-11-21,"Nov 21, 2023",Fernando Aragon ,2521 Comanche Road NE,"Metroplex Design Llc, Delinzio Builders Inc.",,4925,0.0,,BP-2023-19056,Commercial,a change-of-use project,2521,COMANCHE,RD,NE,,V,0000,HAHN PARCEL,4925,0,FERNANDO ARAGON - CU33188494,"METROPLEX DESIGN LLC, DELINZIO BUILDERS, INC.",20231121,
4,2023-11-21,"Nov 21, 2023",Stephen Montoya ,9320 San Pedro  NE,"Poolside Design & Construction, LLC",,1314,32000.0,"$32,000.00",BP-2023-42302,Commercial,pool,9320,SAN PEDRO,DR,NE,,1,27,N ABQ ACRES TR A UNIT B,1314,32000,STEPHEN MONTOYA - CU76499845,"POOLSIDE DESIGN & CONSTRUCTION, LLC",20231121,
5,2023-11-21,"Nov 21, 2023",Don Dudley ,1410 Wyoming Blvd. NE,"Abj Construction, LLC, G. Donald Dudley Architect, Ltd.",,924,20000.0,"$20,000.00",BP-2023-43901,Commercial,alterations,1410,WYOMING,BLVD,NE,,A1A,22,BELLEHAVEN ADDN,924,20000,DON DUDLEY - CU30605731,"ABJ CONSTRUCTION, LLC, G. DONALD DUDLEY ARCHITECT, LTD.",20231121,
6,2023-11-21,"Nov 21, 2023",Heritage Hotels,800 Rio Grande Blvd. NW,Signart Of New Mexico Inc.,,0,5000.0,"$5,000.00",GP-2023-07379,Commercial,a commercial sign,800,RIO GRANDE,BLVD,NW,,A,0000,SHERATON OLD TOWN INN COMPLEX,0,5000,HERITAGE HOTELS,"SIGNART OF NEW MEXICO, INC.",20231121,0
7,2023-11-20,"Nov 20, 2023",Nellos Plaza,801 Yale Blvd. SE,Electrical Products Co.,,0,2500.0,"$2,500.00",GP-2023-36278,Commercial,a commercial sign,801,YALE,BLVD,SE,,A1,1,CLAYTON HEIGHTS,0,2500,NELLOS PLAZA,ELECTRICAL PRODUCTS COMPANY,20231120,0
8,2023-11-20,"Nov 20, 2023",Shannon Vandusen ,2120 Eubank Blvd. NE,"Insight Construction, LLC, Scout Design Llc",,6024,430000.0,"$430,000.00",BP-2023-14275,Commercial,alterations,2120,EUBANK,BLVD,NE,,2A2,129,SNOW HEIGHTS ADDN,6024,430000,SHANNON VANDUSEN - CU54968669,"INSIGHT CONSTRUCTION, LLC, SCOUT DESIGN LLC",20231120,
9,2023-11-20,"Nov 20, 2023",Lisa Mcclaren ,99999 Unser Blvd. NW,"Insight Construction, LLC",,3268,350000.0,"$350,000.00",BP-2023-33008,Commercial,alterations,99999,UNSER,BLVD,NW,,C1,0000,TIERRA OESTE UNIT 3,3268,350000,LISA MCCLAREN - CU50220309,"INSIGHT CONSTRUCTION, LLC",20231120,1
