,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2023-12-21,"Dec 21, 2023",City Of Abq-Abq Mlk Marque,401 2Nd St. NW,Electrical Products Co.,,0,1800.0,"$1,800.00",GP-2023-40830,Commercial,a commercial sign,401,2ND,ST,NW,,2/ABQ CONVENTION CENTER,1,ARMIJO--FRANCISCO Y OTERO,0,1800,CITY OF ABQ-ABQ MLK MARQUE,ELECTRICAL PRODUCTS COMPANY,20231221,0
1,2023-12-21,"Dec 21, 2023",Edgar Mata ,9000 Veranda Road NE,"Pavilion Construction, LLC, Jeebs And Zuzu Llc",,2034,0.0,,BP-2023-42097,Commercial,alterations,9000,VERANDA,RD,NE,,1,1,NASSIF GARDENS,2034,0,EDGAR MATA - CU115605904,"PAVILION CONSTRUCTION, LLC, JEEBS AND ZUZU LLC",20231221,
2,2023-12-21,"Dec 21, 2023",Natural Grocers,4625 Wyoming Blvd. NE,"Signplex, LLC",,0,14000.0,"$14,000.00",GP-2023-46204,Commercial,a commercial sign,4625,WYOMING,BLVD,NE,,A1C1A,0000,LOS PASTORES SHOPPING CENTER,0,14000,NATURAL GROCERS,"SIGNPLEX, LLC",20231221,0
3,2023-12-21,"Dec 21, 2023",Tate Fishburn ,4300 San Mateo Blvd. NE,"Aic General Contractors Inc., Tate Fishburn Architect",,6297,106000.0,"$106,000.00",BP-2023-48648,Commercial,alterations,4300,SAN MATEO,BLVD,NE,,1B1,0000,TREMONT,6297,106000,TATE FISHBURN - CU30544963,"AIC GENERAL CONTRACTORS, INC., TATE FISHBURN ARCHITECT",20231221,1
4,2023-12-21,"Dec 21, 2023",Joseph  Garibay ,6700 Modesto Ave. NE,"Pavilion Construction, LLC",,8900,82000.0,"$82,000.00",BP-2023-15533,Commercial,alterations,6700,MODESTO,AV,NE,,11,26,N ABQ ACRES TR A UNIT B,8900,82000,JOSEPH  GARIBAY - CU84620143,"PAVILION CONSTRUCTION, LLC",20231221,
5,2023-12-21,"Dec 21, 2023",Drb Electric Inc ,9200 Pan American Frwy  NE,D.R.B. Electric Inc.,,1,10000.0,"$10,000.00",BP-2023-33596,Commercial,alterations,9200,PAN AMERICAN FRWY,,NE,,20,7,N ABQ ACRES TR A UNIT B,1,10000,DRB ELECTRIC INC - CU23600353,"D.R.B. ELECTRIC, INC.",20231221,
6,2023-12-21,"Dec 21, 2023",Edgar Mata ,9000 Veranda Road NE,"Pavilion Construction, LLC, Jeebs And Zuzu Llc",,2034,0.0,,BP-2023-42094,Commercial,alterations,9000,VERANDA,RD,NE,,1,1,NASSIF GARDENS,2034,0,EDGAR MATA - CU115605904,"PAVILION CONSTRUCTION, LLC, JEEBS AND ZUZU LLC",20231221,
7,2023-12-21,"Dec 21, 2023",Edgar Mata ,9000 Veranda Road NE,"Pavilion Construction, LLC, Jeebs And Zuzu Llc",,2034,0.0,,BP-2023-42096,Commercial,alterations,9000,VERANDA,RD,NE,,1,1,NASSIF GARDENS,2034,0,EDGAR MATA - CU115605904,"PAVILION CONSTRUCTION, LLC, JEEBS AND ZUZU LLC",20231221,
8,2023-12-21,"Dec 21, 2023",Edgar Mata ,145 La Plata Road NW,"Pavilion Construction, LLC, Jeebs And Zuzu Llc",,32631,6551382.0,"$6,551,382.00",BP-2023-11935,Commercial,alterations,145,LA PLATA,RD,NW,,A,0000,FOREST ACRES ADDN,32631,6551382,EDGAR MATA - CU115605904,"PAVILION CONSTRUCTION, LLC, JEEBS AND ZUZU LLC",20231221,32
9,2023-12-21,"Dec 21, 2023",Lexus Of Albuquerque,4821 Pan American Frwy  NE,"Signplex, LLC",,0,0.0,,GP-2023-33688,Commercial,a commercial sign,4821,PAN AMERICAN FRWY,,NE,,C,0000,LLD,0,0,LEXUS OF ALBUQUERQUE,"SIGNPLEX, LLC",20231221,0
