,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-12-23,"December 23, 2021",O&L Beauty Bar,8631 Golf Course Road NW,"Del Rio Signs, LLC",Sign - Commercial Sign,0,0.0,,GP-2021-43577,Commercial,Sign - Commercial Sign,8631,GOLF COURSE,RD,NW,,H6A6A2A1,0000,RIVERVIEW PARCELS,0,0,O&L BEAUTY BAR,"DEL RIO SIGNS, LLC",20211223,0
1,2021-12-22,"December 22, 2021",Delia Barrett - Cu33336253,4401 Silver Ave. SE,"Quality Remodeling & Handyman Services, Studio Southwest Architects",Alterations,18750,5104.65,"$5,104.65",BP-2021-46264,Commercial,Alterations,4401,SILVER,AV,SE,,A,28,VALLEY VIEW ADDN,18750,5104.65,DELIA BARRETT - CU33336253,"QUALITY REMODELING & HANDYMAN SERVICES, STUDIO SOUTHWEST ARCHITECTS",20211222,1
2,2021-12-22,"December 22, 2021",James Borrego - Cu131073042,4701 4Th St. NW,Borrego Construction Inc.,Addition,3738,850000.0,"$850,000.00",BP-2021-13396,Commercial,Addition,4701,4TH,ST,NW,,3,0000,RIVERA PLACE,3738,850000,JAMES BORREGO - CU131073042,"BORREGO CONSTRUCTION, INC.",20211222,
3,2021-12-21,"December 21, 2021",Joe Simons - Cu126184698,880 Juan Tabo Blvd. NE,"P.J. Development Inc., Simons Architecture Pc",New Building,2900,425000.0,"$425,000.00",BP-2021-02261,Commercial,New Building,880,JUAN TABO,BLVD,NE,,B1,0000,PRINCESS JEANNE PARK ADDN,2900,425000,JOE SIMONS - CU126184698,"P.J. DEVELOPMENT, INC., SIMONS ARCHITECTURE PC",20211221,
4,2021-12-21,"December 21, 2021",Ryan M Short - Cu134671138,4700 Jefferson St. NE,"Enterprise Builders Corp., Cotton Architecture + Design Llc",Alterations,4630,125000.0,"$125,000.00",BP-2021-42498,Commercial,Alterations,4700,JEFFERSON,ST,NE,,E3A,0000,ALLWOODS,4630,125000,RYAN M SHORT - CU134671138,"ENTERPRISE BUILDERS CORPORATION, COTTON ARCHITECTURE + DESIGN LLC",20211221,
5,2021-12-21,"December 21, 2021",John Murtagh - Cu108927761,6700 Treeline Ave. NW,Affordable Concepts Inc.,New Building,1342,0.0,,BP-2021-40999,Commercial,New Building,6700,TREELINE,AV,NW,,128-P1,0000,TAOS AT THE TRAILS UNIT 2,1342,0,JOHN MURTAGH - CU108927761,AFFORDABLE CONCEPTS INC,20211221,
6,2021-12-21,"December 21, 2021",Deborah Yguado-Burton / Goodman Realty Group,3251 Coors Blvd. SW,Alan White Signs Llc,Sign - Commercial Sign,0,0.0,,GP-2021-48306,Commercial,Sign - Commercial Sign,3251,COORS,BLVD,SW,,A2,0000,RIO BRAVO SQUARE,0,0,DEBORAH YGUADO-BURTON / GOODMAN REALTY GROUP,ALAN WHITE SIGNS LLC,20211221,0
7,2021-12-21,"December 21, 2021",John Murtagh - Cu108927761,6700 Treeline Ave. NW,Affordable Concepts Inc.,New Building,1342,0.0,,BP-2021-41003,Commercial,New Building,6700,TREELINE,AV,NW,,128-P1,0000,TAOS AT THE TRAILS UNIT 2,1342,0,JOHN MURTAGH - CU108927761,AFFORDABLE CONCEPTS INC,20211221,
8,2021-12-21,"December 21, 2021",Jamie Sandoval - Cu131541467,1004 Carlisle Blvd. SE,Jaz Construction Llc,Addition,280,12015.0,"$12,015.00",BP-2021-17942,Commercial,Addition,1004,CARLISLE,BLVD,SE,,3,2,MESA COURT ADDN,280,12015,JAMIE SANDOVAL - CU131541467,JAZ CONSTRUCTION LLC,20211221,
9,2021-12-21,"December 21, 2021",John Murtagh - Cu108927761,6700 Treeline Ave. NW,Affordable Concepts Inc.,New Building,1342,0.0,,BP-2021-41008,Commercial,New Building,6700,TREELINE,AV,NW,,128-P1,0000,TAOS AT THE TRAILS UNIT 2,1342,0,JOHN MURTAGH - CU108927761,AFFORDABLE CONCEPTS INC,20211221,
10,2021-12-21,"December 21, 2021",John Murtagh - Cu108927761,6700 Treeline Ave. NW,Affordable Concepts Inc.,Multiple Family Buildings,299445,25437000.0,"$25,437,000.00",BP-2021-18247,Commercial,Multiple Family Buildings,6700,TREELINE,AV,NW,,128-P1,0000,TAOS AT THE TRAILS UNIT 2,299445,25437000,JOHN MURTAGH - CU108927761,AFFORDABLE CONCEPTS INC,20211221,241
11,2021-12-21,"December 21, 2021",Ryan M Short - Cu134671138,4700 Jefferson St. NE,"Enterprise Builders Corp., Cotton Architecture + Design Llc",Alterations,11437,3000000.0,"$3,000,000.00",BP-2021-29277,Commercial,Alterations,4700,JEFFERSON,ST,NE,,E3A,0000,ALLWOODS,11437,3000000,RYAN M SHORT - CU134671138,"ENTERPRISE BUILDERS CORPORATION, COTTON ARCHITECTURE + DESIGN LLC",20211221,1
12,2021-12-20,"December 20, 2021",Laura Stamatkin - Cu116839229,701 Central Ave. NE,"Pacificap Construction, LLC, Design Plus Llc",Alterations,14373,250000.0,"$250,000.00",BP-2021-42889,Commercial,Alterations,701,CENTRAL,AV,NE,,9,44,HUNINGS HIGHLAND ADDN,14373,250000,LAURA STAMATKIN - CU116839229,"PACIFICAP CONSTRUCTION, LLC, DESIGN PLUS LLC",20211220,
13,2021-12-20,"December 20, 2021",Nu Ferguson - Cu108205534,2500 Central Ave. SW,"Pacificap Construction, LLC, Design Plus Llc",Alterations,843,77029.97,"$77,029.97",BP-2021-38212,Commercial,Alterations,2500,CENTRAL,AV,SW,,A2,0000,TRACTION CITY ADDN,843,77029.97,NU FERGUSON - CU108205534,"PACIFICAP CONSTRUCTION, LLC, DESIGN PLUS LLC",20211220,1
14,2021-12-20,"December 20, 2021",Vanessa Funston - Cu118626721,6600 Menaul Blvd. NE,"Enterprise Builders Corp., The Hartman & Majewski Design Group",Alterations,1600,133000.0,"$133,000.00",BP-2021-31844,Commercial,Alterations,6600,MENAUL,BLVD,NE,,3/CORONADO CENTER,0000,JEANNEDALE UNIT 5A,1600,133000,VANESSA FUNSTON - CU118626721,"ENTERPRISE BUILDERS CORPORATION, THE HARTMAN & MAJEWSKI DESIGN GROUP",20211220,
