,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2024-05-03,"May 03, 2024",Nusenda,7530 Montgomery Blvd. NE,Electrical Products Co. Of Nm/ Zeon Signs,,0,3500.0,"$3,500.00",GP-2024-06585,Commercial,a commercial sign,7530,MONTGOMERY,BLVD,NE,,A3,15,STARDUST SKIES UNIT 4,0,3500,NUSENDA,ELECTRICAL PRODUCTS COMPANY OF NM/ ZEON SIGNS,20240503,0
1,2024-05-03,"May 03, 2024",Don Dudley ,2001 4Th St. SW,"Insight Construction, LLC, G. Donald Dudley Architect, Ltd.",,2000,30000.0,"$30,000.00",BP-2024-15739,Commercial,a foundation,2001,4TH,ST,SW,,B1A,0000,SOUTH BARELAS INDUSTRIAL PARK UNIT 1,2000,30000,DON DUDLEY - CU30605731,"INSIGHT CONSTRUCTION, LLC, G. DONALD DUDLEY ARCHITECT, LTD.",20240503,1
2,2024-05-02,"May 02, 2024",Darren Searcy ,4401 Alexander Blvd. NE,Be & K Building Group Llc,,68000,25886204.0,"$25,886,204.00",BP-2023-18704,Commercial,a new building,4401,ALEXANDER,BLVD,NE,,B,5,SUNDTS INDUSTRIAL CENTER,68000,25886204,DARREN SEARCY - CU161799634,BE & K BUILDING GROUP LLC,20240502,
3,2024-05-01,"May 01, 2024",Ken Romig ,6900 Gonzales Road SW,"Basic Idiq Inc., Consensus Planning Inc.",,170,1000000.0,"$1,000,000.00",BP-2024-08743,Commercial,city project,6900,GONZALES,RD,SW,,A,0000,ALAMOSA CENTER,170,1000000,KEN ROMIG - CU199695985,"BASIC IDIQ, INC., CONSENSUS PLANNING, INC",20240501,
4,2024-05-01,"May 01, 2024",David  Hill ,4401 Alameda Blvd. NE,2 Vet'S Construction Llc,,1000,52530.0,"$52,530.00",BP-2024-13453,Commercial,city project,4401,ALAMEDA,BLVD,NE,,26,0000,RICHFIELD PARK,1000,52530,DAVID  HILL - CU35054686,2 VET'S CONSTRUCTION LLC,20240501,1
5,2024-05-01,"May 01, 2024",Ken Romig ,6900 Gonzales Road SW,"Basic Idiq Inc., Consensus Planning Inc.",,3000,1000000.0,"$1,000,000.00",BP-2024-11342,Commercial,city project,6900,GONZALES,RD,SW,,A,0000,ALAMOSA CENTER,3000,1000000,KEN ROMIG - CU199695985,"BASIC IDIQ, INC., CONSENSUS PLANNING, INC",20240501,
6,2024-05-01,"May 01, 2024",City Of Albuquerque - Parks & Rec,6900 Gonzales Road SW,"Basic Idiq Inc., Consensus Planning Inc.",,0,1.0,$1.00,GP-2024-11360,Commercial,wall - retaining wall > 2' retention,6900,GONZALES,RD,SW,,A,0000,ALAMOSA CENTER,0,1,CITY OF ALBUQUERQUE - PARKS & REC,"BASIC IDIQ, INC., CONSENSUS PLANNING, INC",20240501,0
7,2024-05-01,"May 01, 2024",Ken Romig ,6900 Gonzales Road SW,"Basic Idiq Inc., Consensus Planning Inc.",,200,0.0,,BP-2024-11345,Commercial,city project,6900,GONZALES,RD,SW,,A,0000,ALAMOSA CENTER,200,0,KEN ROMIG - CU199695985,"BASIC IDIQ, INC., CONSENSUS PLANNING, INC",20240501,
8,2024-05-01,"May 01, 2024",Ken Romig ,6900 Gonzales Road SW,"Basic Idiq Inc., Consensus Planning Inc.",,100,0.0,,BP-2024-11347,Commercial,city project,6900,GONZALES,RD,SW,,A,0000,ALAMOSA CENTER,100,0,KEN ROMIG - CU199695985,"BASIC IDIQ, INC., CONSENSUS PLANNING, INC",20240501,
9,2024-05-01,"May 01, 2024",Ken Romig ,6900 Gonzales Road SW,"Basic Idiq Inc., Consensus Planning Inc.",,170,0.0,,BP-2024-11343,Commercial,city project,6900,GONZALES,RD,SW,,A,0000,ALAMOSA CENTER,170,0,KEN ROMIG - CU199695985,"BASIC IDIQ, INC., CONSENSUS PLANNING, INC",20240501,
