,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-12-03,"December 03, 2021",Casey Mccrary - Cu99863513,5800 Eubank Blvd. NE,G4E Construction Co.,Alterations,1000,300000.0,"$300,000.00",BP-2021-40532,Commercial,Alterations,5800,EUBANK,BLVD,NE,,5,0000,MOUNTAIN RUN,1000,300000,CASEY MCCRARY - CU99863513,G4E CONSTRUCTION COMPANY,20211203,
1,2021-12-03,"December 03, 2021",John Pate - Cu73941119,2200 Sunport Blvd. SE,"U.S. Electrical Corp., Molzen Corbin Architects",City Project,4155,6400000.0,"$6,400,000.00",BP-2021-32304,Commercial,City Project,2200,SUNPORT,BLVD,SE,,A1,0000,SUNPORT MUNICIPAL ADDN,4155,6400000,JOHN PATE - CU73941119,"U.S. ELECTRICAL CORPORATION, MOLZEN CORBIN ARCHITECTS",20211203,
2,2021-12-02,"December 02, 2021",Drachma Investments Llc,6550 Holly Ave. NE,Dynamic Signs And Designs Llc,Sign - Commercial Sign,0,9000.0,"$9,000.00",GP-2021-40890,Commercial,Sign - Commercial Sign,6550,HOLLY,AV,NE,,D,0000,HOLLY SQUARE,0,9000,DRACHMA INVESTMENTS LLC,DYNAMIC SIGNS AND DESIGNS LLC,20211202,0
3,2021-12-02,"December 02, 2021",Alexandra Crowe - Cu118728339,12601 Lomas Blvd. NE,"Tsi Tower Services Inc., State 48 Development Consulting",New Building,2,100000.0,"$100,000.00",BP-2021-38266,Commercial,New Building,12601,LOMAS,BLVD,NE,,7A,0000,MONTEREY MANOR,2,100000,ALEXANDRA CROWE - CU118728339,"TSI TOWER SERVICES INC, STATE 48 DEVELOPMENT CONSULTING",20211202,
4,2021-12-02,"December 02, 2021",Michael  Wewerka - Cu67635126,1512 1St St. NW,"Jwe Constructs, LLC",Change of Use,25730,1000.0,"$1,000.00",BP-2021-50800,Commercial,Change of Use,1512,1ST,ST,NW,,10,17,PARIS ADDN,25730,1000,MICHAEL  WEWERKA - CU67635126,"JWE CONSTRUCTS, LLC",20211202,
5,2021-12-02,"December 02, 2021",Cabinets To Go,4770 Pan American Frwy  NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2021-51060,Commercial,Sign - Commercial Sign,4770,PAN AMERICAN FRWY,,NE,,SIBCO TRACT,0000,SIBCO TRACT,0,0,CABINETS TO GO,"SIGNART OF NEW MEXICO, INC.",20211202,0
6,2021-12-01,"December 01, 2021",Dennis Caswell - Cu86107473,6200 Uptown Blvd. NE,Dpc Construction Ltd. Co.,Alterations,2484,210000.0,"$210,000.00",BP-2021-44554,Commercial,Alterations,6200,UPTOWN,BLVD,NE,,2B3,0000,BELLAMAH OFFICE ADDN,2484,210000,DENNIS CASWELL - CU86107473,DPC CONSTRUCTION LTD. CO.,20211201,
7,2021-11-30,"November 30, 2021",Joseph Anthony - Cu139356391,3801 Paseo Del Norte  NE,Ancor Inc.,New Building,234,61920.0,"$61,920.00",BP-2021-30167,Commercial,New Building,3801,PASEO DEL NORTE,,NE,,F2,0000,SPRINGER,234,61920,JOSEPH ANTHONY - CU139356391,"ANCOR, INC.",20211130,
8,2021-11-30,"November 30, 2021",Amy Diekevers - Cu61964785,9500 Montgomery Blvd. NE,"Mooring Usa, Precision Permit Services",Alterations,34059,725000.0,"$725,000.00",BP-2021-35775,Commercial,Alterations,9500,MONTGOMERY,BLVD,NE,,A3B,0000,SIERRA VISTA SHOPPING CENTER,34059,725000,AMY DIEKEVERS - CU61964785,"MOORING USA, PRECISION PERMIT SERVICES",20211130,
9,2021-11-30,"November 30, 2021",Yolanda Montoya - Cu23418717,1105 Silver Ave. SW,"Las Ventanas Construction Llc, Ron Montoya Design Inc.",New Building,5517,580000.0,"$580,000.00",BP-2021-18983,Commercial,New Building,1105,SILVER,AV,SW,,15A,14,RAYNOLDS ADDN,5517,580000,YOLANDA MONTOYA - CU23418717,"LAS VENTANAS CONSTRUCTION LLC, RON MONTOYA DESIGN INC",20211130,4
