,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2022-09-29,"Sep 29, 2022",Aaron Scott ,10600 Osuna Road NE,"Hansen & Prezzano/Builders, LLC",,294,47423.0,"$47,423.00",BP-2022-17032,Commercial,city project,10600,OSUNA,RD,NE,,EL OSO GRANDE PARK,0000,ACADEMY PLACE,294,47423,AARON SCOTT - CU81910201,"HANSEN & PREZZANO/BUILDERS, LLC",20220929,
1,2022-09-29,"Sep 29, 2022",Hc Group Dps ,1100 Central Ave. SE,"Platinum Builders Corp., Dekker Perich Sabatini",,1357,200000.0,"$200,000.00",BP-2022-24859,Commercial,alterations,1100,CENTRAL,AV,SE,,1A1,0000,PRESBYTERIAN HOSPITAL-MAIN CAMPUS,1357,200000,HC GROUP DPS - CU66556058,"PLATINUM BUILDERS CORPORATION, DEKKER PERICH SABATINI",20220929,
2,2022-09-29,"Sep 29, 2022",Rebekah Bellum ,2409 Princeton  NE,"O'Niell Construction, LLC, Cherry/See/Reames Architects Pc",,5075,35000.0,"$35,000.00",BP-2022-31578,Commercial,alterations,2409,PRINCETON,DR,NE,,B3,0000,MENAUL DEVELOPMENT AREA,5075,35000,REBEKAH BELLUM - CU37349739,"O'NIELL CONSTRUCTION, LLC, CHERRY/SEE/REAMES ARCHITECTS PC",20220929,
3,2022-09-29,"Sep 29, 2022",Lisa Sunderland ,4201 Central Ave. NW,"Hart Design And Construction Inc., Smc Solutions",,1920,180000.0,"$180,000.00",BP-2022-19230,Commercial,alterations,4201,CENTRAL,AV,NW,,A,0000,RANCHO VILLAGE PARTNERS,1920,180000,LISA SUNDERLAND - CU40802083,"HART DESIGN AND CONSTRUCTION INC., SMC SOLUTIONS",20220929,1
4,2022-09-29,"Sep 29, 2022",Mackenzie Guthrie ,5140 Journal Center Blvd. NE,Horizon Retail Construction Inc.,,1779,160000.0,"$160,000.00",BP-2021-53264,Commercial,alterations,5140,JOURNAL CENTER,BLVD,NE,,2AD,0000,JOURNAL CENTER,1779,160000,MACKENZIE GUTHRIE - CU149832085,"HORIZON RETAIL CONSTRUCTION, INC.",20220929,
5,2022-09-29,"Sep 29, 2022",Greg Barnes,1415 4Th St. SW,Richardson & Richardson Inc.,,0,0.0,,GP-2022-42195,Commercial,demolition - demolition,1415,4TH,ST,SW,,1,1,GUTIERREZ ADDN,0,0,GREG BARNES,RICHARDSON & RICHARDSON INC,20220929,0
6,2022-09-28,"Sep 28, 2022",Kihei  Mayer ,500 Oak St. NE,"Impact Construction Plus, LLC",,9487,1200000.0,"$1,200,000.00",BP-2022-25558,Commercial,alterations,500,OAK,ST,NE,,C,20,WOODWARD--HUGH B,9487,1200000,KIHEI  MAYER - CU31099379,"IMPACT CONSTRUCTION PLUS, LLC",20220928,
7,2022-09-28,"Sep 28, 2022",Christopher  Scales ,2004 Wyoming Blvd. NE,"Mapp, LLC",,3610,1500000.0,"$1,500,000.00",BP-2021-44751,Commercial,a new building,2004,WYOMING,BLVD,NE,,5A,0000,WYOMING MALL,3610,1500000,CHRISTOPHER  SCALES - CU145005694,"MAPP, LLC",20220928,
8,2022-09-28,"Sep 28, 2022",Discount Tire Nma07,5701 Coors Blvd. NW,Signart Of New Mexico Inc.,,0,0.0,,GP-2022-34060,Commercial,a commercial sign,5701,COORS,BLVD,NW,,D1D,0000,TAYLOR RIDGE,0,0,DISCOUNT TIRE NMA07,"SIGNART OF NEW MEXICO, INC.",20220928,0
9,2022-09-28,"Sep 28, 2022",Alexis Roth ,933 San Mateo Blvd. NE,"Insight Construction, LLC, Kamus & Keller Architecture",,4083,408300.0,"$408,300.00",BP-2022-33904,Commercial,alterations,933,SAN MATEO,BLVD,NE,,29A1B1,29,HEIGHTS RESERVOIR ADDN,4083,408300,ALEXIS ROTH - CU161550565,"INSIGHT CONSTRUCTION, LLC, KAMUS & KELLER ARCHITECTURE",20220928,
