,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-10-15,"October 15, 2021",Chipotle,1000 Juan Tabo Blvd. NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2021-39533,Commercial,Sign - Commercial Sign,1000,JUAN TABO,BLVD,NE,,1A1,A,MONTEREY MANOR,0,0,CHIPOTLE,"SIGNART OF NEW MEXICO, INC.",20211015,0
1,2021-10-15,"October 15, 2021",The Acre,218 Gold Ave. SW,Electrical Products Co.,Sign - Commercial Sign,0,1200.0,"$1,200.00",GP-2021-43923,Commercial,Sign - Commercial Sign,218,GOLD,AV,SW,,9,23,NEW MEXICO TOWN COMPANYS ORIGINAL TOWNSITE,0,1200,THE ACRE,ELECTRICAL PRODUCTS COMPANY,20211015,0
2,2021-10-15,"October 15, 2021",Jessica Pompa - Cu105525227,7515 Willow Wood  NW,"Collins Engine Generator Service Inc., Md7 Llc",Alterations,30,75000.0,"$75,000.00",BP-2021-38340,Commercial,Alterations,7515,WILLOW WOOD,DR,NW,,1,I,CIELO DORADO,30,75000,JESSICA POMPA - CU105525227,"COLLINS ENGINE GENERATOR SERVICE INC., MD7 LLC",20211015,
3,2021-10-15,"October 15, 2021",Daniel Cardenas,6211 4Th St. NW,Alan White Signs Llc,Sign - Commercial Sign,0,0.0,,GP-2021-40674,Commercial,Sign - Commercial Sign,6211,4TH,ST,NW,,Y,0000,GUADALUPE PLAZA,0,0,DANIEL CARDENAS,ALAN WHITE SIGNS LLC,20211015,0
4,2021-10-15,"October 15, 2021",Larry H Miller Toyota,10401 Copper Ave. NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2021-42532,Commercial,Sign - Commercial Sign,10401,COPPER,AV,NE,,A1A,0000,TOWNE PARK PLAZA,0,0,LARRY H MILLER TOYOTA,"SIGNART OF NEW MEXICO, INC.",20211015,0
5,2021-10-15,"October 15, 2021",Jonathan Siegel - Cu103346466,3606 Rio Grande Blvd. NW,"Above & Beyond Construction, LLC, Siegel Design Architects Llc",Addition,135,15000.0,"$15,000.00",BP-2021-13364,Commercial,Addition,3606,RIO GRANDE,BLVD,NW,,17,A,LUKE,135,15000,JONATHAN SIEGEL - CU103346466,"ABOVE & BEYOND CONSTRUCTION, LLC, SIEGEL DESIGN ARCHITECTS LLC",20211015,
6,2021-10-15,"October 15, 2021",Chuck E Cheese,10510 Coors Blvd. NW,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2021-39532,Commercial,Sign - Commercial Sign,10510,COORS,BLVD,NW,,B3C,0000,COTTONWOOD CORNERS,0,0,CHUCK E CHEESE,"SIGNART OF NEW MEXICO, INC.",20211015,0
7,2021-10-15,"October 15, 2021",Target ,6100 Paseo Del Norte  NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2021-40469,Commercial,Sign - Commercial Sign,6100,PASEO DEL NORTE,,NE,,A1A1,0000,LOS ANGELES CENTER,0,0,TARGET ,"SIGNART OF NEW MEXICO, INC.",20211015,0
8,2021-10-15,"October 15, 2021",Sandia Vista Senior Living,500 Paisano St. NE,Electrical Products Co.,Sign - Commercial Sign,0,3300.0,"$3,300.00",GP-2021-42852,Commercial,Sign - Commercial Sign,500,PAISANO,ST,NE,,B2,0000,KOA UNIT 2,0,3300,SANDIA VISTA SENIOR LIVING,ELECTRICAL PRODUCTS COMPANY,20211015,0
9,2021-10-14,"October 14, 2021",Brent Miller - Cu133585138,533 Washington St. NE,"Broken Arrow Communications Inc., Stand 8",Alterations,10,25000.0,"$25,000.00",BP-2021-22839,Commercial,Alterations,533,WASHINGTON,ST,NE,,13,15,BROADMOOR ADDN,10,25000,BRENT MILLER - CU133585138,"BROKEN ARROW COMMUNICATIONS INC., STAND 8",20211014,
10,2021-10-14,"October 14, 2021",Joe Simons - Cu126184698,324 Arizona St. SE,"U.S. Electrical Corp., Simons Architecture Pc",New Building,4800,310608.0,"$310,608.00",BP-2021-25997,Commercial,New Building,324,ARIZONA,ST,SE,,23A,10,FAIRGROUNDS ADDN,4800,310608,JOE SIMONS - CU126184698,"U.S. ELECTRICAL CORPORATION, SIMONS ARCHITECTURE PC",20211014,
11,2021-10-14,"October 14, 2021",Michael Montoya - Cu76201160,409 Harvard  SE,"Titan Construction, LLC.",Addition,2229,190000.0,"$190,000.00",BP-2019-18945,Commercial,Addition,409,HARVARD,DR,SE,,20,4,UNIVERSITY HEIGHTS,2229,190000,MICHAEL MONTOYA - CU76201160,"TITAN CONSTRUCTION, LLC.",20211014,
12,2021-10-13,"October 13, 2021",Lowes Super,4701 4Th St. NW,Borrego Construction Inc.,Wall - Site Wall > 6ft,0,120000.0,"$120,000.00",GP-2021-38049,Commercial,Wall - Site Wall > 6ft,4701,4TH,ST,NW,,12,0000,RIVERA PLACE,0,120000,LOWES SUPER,"BORREGO CONSTRUCTION, INC.",20211013,0
13,2021-10-13,"October 13, 2021",Kendra Moreno - Cu41707261,4208 Balloon Park Road NE,"Insight Construction, LLC",Alterations,11490,500000.0,"$500,000.00",BP-2020-43669,Commercial,Alterations,4208,BALLOON PARK,RD,NE,,9,0000,BALLOON FIELD INDUSTRIAL PARK,11490,500000,KENDRA MORENO - CU41707261,"INSIGHT CONSTRUCTION, LLC",20211013,
14,2021-10-13,"October 13, 2021",Stephen Leos - Cu23351025,3610 Calle Cuervo  NW,Green Leaf Builders Llc,Alterations,7056,64000.0,"$64,000.00",BP-2021-35118,Commercial,Alterations,3610,CALLE CUERVO,,NW,,D5A2A,0000,SEVEN BAR RANCH,7056,64000,STEPHEN LEOS - CU23351025,GREEN LEAF BUILDERS LLC,20211013,
