,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-01-08,"January 08, 2021",Anna Nguyen - Cu109049014,1420 Renaissance Blvd. NE,"Harvey General Contractors Inc., Mg2",Alterations,552,85000.0,"$85,000.00",BP-2020-04392,Commercial,Alterations,1420,RENAISSANCE,BLVD,NE,,4B,0000,RENAISSANCE CENTER,552,85000,ANNA NGUYEN - CU109049014,"HARVEY GENERAL CONTRACTORS, INC., MG2",20210108,
1,2021-01-08,"January 08, 2021",Richard Cline - Cu35197847,801 Girard Blvd. NE,"2 Vet'S Construction Llc, Arcline Architectural Design",Alterations,300,110000.0,"$110,000.00",BP-2020-52316,Commercial,Alterations,801,GIRARD,BLVD,NE,,8A,2,SUNRISE CALL ADDN UNIT 1,300,110000,RICHARD CLINE - CU35197847,"2 VET'S CONSTRUCTION LLC, ARCLINE ARCHITECTURAL DESIGN",20210108,
2,2021-01-07,"January 07, 2021",Dennis Felipe Jr - Cu116172103,1932 2Nd St. SW,Tuff Shed Inc.,Addition,192,8854.0,"$8,854.00",BP-2020-52384,Commercial,Addition,1932,2ND,ST,SW,,A T & S F RAILROAD SHOPS ADDN,0000,A T & S F RAILROAD SHOPS ADDN,192,8854,DENNIS FELIPE JR - CU116172103,"TUFF SHED, INC.",20210107,1
3,2021-01-07,"January 07, 2021",Treveston Elliott - Cu70987967,8420 Firestone  NE,"Modcon Construction, LLC, Treveston Elliott Architect",Alterations,9833,151000.0,"$151,000.00",BP-2020-55134,Commercial,Alterations,8420,FIRESTONE,LA,NE,,14A2B,0000,LOOP INDUSTRIAL DISTRICT UNIT 5,9833,151000,TREVESTON ELLIOTT - CU70987967,"MODCON CONSTRUCTION, LLC, TREVESTON ELLIOTT ARCHITECT",20210107,
4,2021-01-07,"January 07, 2021",Jennifer  Facio Maddox - Cu88998040,10001 Ceja Vista Road SW,"Dbg Properties Llc, Dekker Perich Sabatini",New Building,3158,0.0,,BP-2019-49295,Commercial,New Building,10001,CEJA VISTA,RD,SW,,RR3A1,0000,WESTLAND SOUTH,3158,0,JENNIFER  FACIO MADDOX - CU88998040,"DBG PROPERTIES LLC, DEKKER PERICH SABATINI",20210107,
5,2021-01-07,"January 07, 2021",Arvin Norouzi - Cu43375035,700 Torreon Ave. SE,"Spectrum Pro Services Inc., The Derna Group",Alterations,217,30000.0,"$30,000.00",BP-2020-54526,Commercial,Alterations,700,TORREON,AV,SE,,2,0000,LEWIS--ROBERT & JANE H,217,30000,ARVIN NOROUZI - CU43375035,"SPECTRUM PRO SERVICES, INC., THE DERNA GROUP",20210107,
6,2021-01-07,"January 07, 2021",Jennifer  Facio Maddox - Cu88998040,10001 Ceja Vista Road SW,"Dbg Properties Llc, Dekker Perich Sabatini",Multiple Family Buildings,60985,11133983.0,"$11,133,983.00",BP-2019-45852,Commercial,Multiple Family Buildings,10001,CEJA VISTA,RD,SW,,RR3A1,0000,WESTLAND SOUTH,60985,11133983,JENNIFER  FACIO MADDOX - CU88998040,"DBG PROPERTIES LLC, DEKKER PERICH SABATINI",20210107,78
7,2021-01-07,"January 07, 2021",Jennifer  Facio Maddox - Cu88998040,10001 Ceja Vista Road SW,"Dbg Properties Llc, Dekker Perich Sabatini",New Building,60985,0.0,,BP-2019-49129,Commercial,New Building,10001,CEJA VISTA,RD,SW,,RR3A1,0000,WESTLAND SOUTH,60985,0,JENNIFER  FACIO MADDOX - CU88998040,"DBG PROPERTIES LLC, DEKKER PERICH SABATINI",20210107,
8,2021-01-07,"January 07, 2021",Brent Franken - Cu89371618,410 Lead Ave. SW,Franken Construction Company Inc.,City Project,12000,326725.0,"$326,725.00",BP-2020-47874,Commercial,City Project,410,LEAD,AV,SW,,1,39,NEW MEXICO TOWN COMPANYS ORIGINAL TOWNSITE,12000,326725,BRENT FRANKEN - CU89371618,FRANKEN CONSTRUCTION COMPANY INC,20210107,
9,2021-01-06,"January 06, 2021",Maverik,7700 Los Volcanes Road NW,"Yesco, LLC",Sign - Commercial Sign,0,750.0,$750.00,GP-2020-42423,Commercial,Sign - Commercial Sign,7700,LOS VOLCANES,RD,NW,,L1A1,0000,ATRISCO BUSINESS PARK,0,750,MAVERIK,"YESCO, LLC",20210106,0
