,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-08-27,"August 27, 2021",Vanessa Funston - Cu118626721,10511 Golf Course Road NW,Aic General Contractors Inc.,Alterations,7638,90265.0,"$90,265.00",BP-2021-30220,Commercial,Alterations,10511,GOLF COURSE,RD,NW,,1A1A,0000,ST JOSEPH WEST MESA HOSP PARADISE HTS UNIT 1,7638,90265,VANESSA FUNSTON - CU118626721,"AIC GENERAL CONTRACTORS, INC.",20210827,
1,2021-08-27,"August 27, 2021",David Green - Cu33492500,10605 Central Ave. NE,Architractors,Change of Use,4990,50000.0,"$50,000.00",BP-2021-27737,Commercial,Change of Use,10605,CENTRAL,AV,NE,,A2,0000,LONGFIELD ADDN,4990,50000,DAVID GREEN - CU33492500,ARCHITRACTORS,20210827,
2,2021-08-27,"August 27, 2021",Rebekah Bellum - Cu37349739,3407 Juan Tabo Blvd. NE,"Basic Idiq Inc., Cherry/See/Reames Architects Pc",City Project,150,28958.0,"$28,958.00",BP-2020-38360,Commercial,City Project,3407,JUAN TABO,BLVD,NE,,3/JUAN TABO LIBRARY,0000,TOWNHOMES & CONDOMINIUMS AT SANDIA PLAZA,150,28958,REBEKAH BELLUM - CU37349739,"BASIC IDIQ, INC., CHERRY/SEE/REAMES ARCHITECTS PC",20210827,
3,2021-08-27,"August 27, 2021",Palomas Peak Llc,99999 Palomas Ave. NE,"Trinity Construction, Arcline Architectural Design",Wall - Retaining Wall > 2' Retention,0,25000.0,"$25,000.00",GP-2021-30897,Commercial,Wall - Retaining Wall > 2' Retention,99999,PALOMAS,AV,NE,,12,22,N ABQ ACRES TRACT A UNIT A,0,25000,PALOMAS PEAK LLC,"TRINITY CONSTRUCTION, ARCLINE ARCHITECTURAL DESIGN",20210827,0
4,2021-08-27,"August 27, 2021",Natalie Jung - Cu93198449,5700 University Blvd. SE,"Wilger Enterprises Inc., Dekker Perich Sabatini",Alterations,90101,1000000.0,"$1,000,000.00",BP-2021-22509,Commercial,Alterations,5700,UNIVERSITY,BLVD,SE,,26,0000,MESA DEL SOL INNOVATION PARK,90101,1000000,NATALIE JUNG - CU93198449,"WILGER ENTERPRISES INC, DEKKER PERICH SABATINI",20210827,
5,2021-08-27,"August 27, 2021",Emily Lengyel - Cu78885318,6400 Wyoming Blvd. NE,"Brace Builders, LLC, Lengyel & Associates",Alterations,3880,52500.0,"$52,500.00",BP-2021-31773,Commercial,Alterations,6400,WYOMING,BLVD,NE,,1A,0000,ABQ ACADEMY CAMPUS,3880,52500,EMILY LENGYEL - CU78885318,"BRACE BUILDERS, LLC, LENGYEL & ASSOCIATES",20210827,
6,2021-08-26,"August 26, 2021",Martin Grummer - Cu23278024,7200 Montgomery Blvd. NE,"First Choice Equity Builders Inc., Martin Grummer Architect",Alterations,14189,90000.0,"$90,000.00",BP-2021-31593,Commercial,Alterations,7200,MONTGOMERY,BLVD,NE,,M,0000,STARDUST SKIES UNIT 4,14189,90000,MARTIN GRUMMER - CU23278024,"FIRST CHOICE EQUITY BUILDERS, INC., MARTIN GRUMMER ARCHITECT",20210826,
7,2021-08-26,"August 26, 2021",Treveston Elliott - Cu70987967,4500 Paseo Del Norte  NE,"Insight Construction, LLC, Treveston Elliott Architect",Alterations,6000,450000.0,"$450,000.00",BP-2021-26962,Commercial,Alterations,4500,PASEO DEL NORTE,,NE,,D,0000,KUIDIS,6000,450000,TREVESTON ELLIOTT - CU70987967,"INSIGHT CONSTRUCTION, LLC, TREVESTON ELLIOTT ARCHITECT",20210826,
8,2021-08-26,"August 26, 2021",Leif Bluhm  - Cu142671081,149 Jackson St. NE,"Resolution Fabrication, LLC",Change of Use,3900,1000.0,"$1,000.00",BP-2021-36252,Commercial,Change of Use,149,JACKSON,ST,NE,,1,40,VALLEY VIEW ADDN,3900,1000,LEIF BLUHM  - CU142671081,"RESOLUTION FABRICATION, LLC",20210826,
9,2021-08-26,"August 26, 2021",Regina Okoye - Cu114172906,4590 Paradise Blvd. NW,"Snyder Construction, Llc, Modulus Architects Inc.",Addition,542,7000.0,"$7,000.00",BP-2021-29362,Commercial,Addition,4590,PARADISE,BLVD,NW,,A2B,0000,FOUNTAIN HILLS PLAZA,542,7000,REGINA OKOYE - CU114172906,"SNYDER CONSTRUCTION, LLC, MODULUS ARCHITECTS, INC",20210826,
