,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2020-06-19,"June 19, 2020",Walmart,301 San Mateo Blvd. SE,"Signplex, LLC",Sign - Commercial Sign,0,0.0,,GP-2019-27198,Commercial,Sign - Commercial Sign,301,SAN MATEO,BLVD,SE,,1A,0000,WAL-MART ADDN,0,0,WALMART,"SIGNPLEX, LLC",20200619,0
1,2020-06-19,"June 19, 2020",Angelica Garcia - Cu106039767,4720 San Mateo Blvd. NE,"Wt Group, Southeast Retail Services Llc",Alterations,1128,100000.0,"$100,000.00",BP-2019-50894,Commercial,Alterations,4720,SAN MATEO,BLVD,NE,,C,0000,BANKERS UNION LIFE,1128,100000,ANGELICA GARCIA - CU106039767,"WT GROUP, SOUTHEAST RETAIL SERVICES LLC",20200619,
2,2020-06-19,"June 19, 2020",Coe & Peterson Llc,3417 Central Ave. NE,Alan White Signs Llc,Sign - Commercial Sign,0,0.0,,GP-2020-23586,Commercial,Sign - Commercial Sign,3417,CENTRAL,AV,NE,,11,5,MONTE VISTA ADDN,0,0,COE & PETERSON LLC,ALAN WHITE SIGNS LLC,20200619,0
3,2020-06-19,"June 19, 2020",Angelica Garcia - Cu106039767,4300 Central Ave. SW,"Wt Group, Southeast Retail Services Llc",Alterations,2578,50000.0,"$50,000.00",BP-2019-50871,Commercial,Alterations,4300,CENTRAL,AV,SW,,A1,0000,ABQ LAND & LEASING CO,2578,50000,ANGELICA GARCIA - CU106039767,"WT GROUP, SOUTHEAST RETAIL SERVICES LLC",20200619,
4,2020-06-19,"June 19, 2020",Mark Steinkamp - Cu116063650,8920 Holly Ave. NE,Facilitybuild Inc.,Alterations,1824,77451.88,"$77,451.88",BP-2020-25062,Commercial,Alterations,8920,HOLLY,AV,NE,,4,0000,VENTURA PLACE,1824,77451.88,MARK STEINKAMP - CU116063650,"FACILITYBUILD, INC.",20200619,
5,2020-06-18,"June 18, 2020",Marilyn Martinez - Cu46407513,99999 Central Ave. NE,"Jaynes Corp., Dekker Perich Sabatini",New Building,5311,3480000.0,"$3,480,000.00",BP-2019-41850,Commercial,New Building,99999,CENTRAL,AV,NE,,3A,0000,THE HIGHLANDS,5311,3480000,MARILYN MARTINEZ - CU46407513,"JAYNES CORPORATION, DEKKER PERICH SABATINI",20200618,
6,2020-06-18,"June 18, 2020",Stephanie  Lucero - Cu85176400,401 Edith Blvd. NE,Rachel Matthew Development Corp.,Alterations,10770,604000.0,"$604,000.00",BP-2020-16759,Commercial,Alterations,401,EDITH,BLVD,NE,,6A,0000,BROOKS--HAROLD,10770,604000,STEPHANIE  LUCERO - CU85176400,RACHEL MATTHEW DEVELOPMENT CORPORATION,20200618,
7,2020-06-18,"June 18, 2020",Nora Padilla - Cu85824546,8104 Sego Ct. NW,"Northstar Communications Inc., Conversion Test Contractor, Rls Reliant Land Services",Alterations,300,10000.0,"$10,000.00",BP-2019-19907,Commercial,Alterations,8104,SEGO,CT,NW,,4,3,UNSER CLIFFS,300,10000,NORA PADILLA - CU85824546,"NORTHSTAR COMMUNICATIONS, INC., CONVERSION TEST CONTRACTOR, RLS RELIANT LAND SERVICES",20200618,
8,2020-06-18,"June 18, 2020",Western Equipment Co.,360 Eubank Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,2500.0,"$2,500.00",GP-2020-20396,Commercial,Sign - Commercial Sign,360,EUBANK,BLVD,NE,,C2,0000,TOWNE PARK PLAZA,0,2500,WESTERN EQUIPMENT CO.,ELECTRICAL PRODUCTS COMPANY,20200618,0
9,2020-06-17,"June 17, 2020",Treveston Elliott - Cu70987967,424 Stanford  SE,"Sierra Hacienda Builders, Treveston Elliott Architect",New Building,10500,1070475.0,"$1,070,475.00",BP-2020-14537,Commercial,New Building,424,STANFORD,DR,SE,,12A,13,UNIVERSITY HEIGHTS,10500,1070475,TREVESTON ELLIOTT - CU70987967,"SIERRA HACIENDA BUILDERS, TREVESTON ELLIOTT ARCHITECT",20200617,
