,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2020-10-23,"October 23, 2020",Lds Church,5709 Haines Ave. NE,Esa Construction Inc.,Demolition - Demolition,0,0.0,,GP-2020-47227,Commercial,Demolition - Demolition,5709,HAINES,AV,NE,,A,0000,TEMPLE ADDN,0,0,LDS CHURCH,"ESA CONSTRUCTION, INC.",20201023,0
1,2020-10-23,"October 23, 2020",Spectrum Services - Cu117773546,2701 Wyoming Blvd. NE,"Spectrum Pro Services Inc., Spectrum",Alterations,150,20000.0,"$20,000.00",BP-2020-35489,Commercial,Alterations,2701,WYOMING,BLVD,NE,,11,2,DELLWOOD,150,20000,SPECTRUM SERVICES - CU117773546,"SPECTRUM PRO SERVICES, INC., SPECTRUM",20201023,
2,2020-10-23,"October 23, 2020",Kathryn Gregoire - Cu117740571,201 Coors Blvd. NW,"K Engineering & Design Llc, Spinoff Construction Llc",Alterations,3060,45000.0,"$45,000.00",BP-2020-32071,Commercial,Alterations,201,COORS,BLVD,NW,,C1A,0000,HUBBELL PLAZA,3060,45000,KATHRYN GREGOIRE - CU117740571,"K ENGINEERING & DESIGN LLC, SPINOFF CONSTRUCTION LLC",20201023,1
3,2020-10-23,"October 23, 2020",Daniel Branch - Cu48845897,7412 Central Ave. SW,"Tsi Tower Services Inc., Crown Castle",Addition,400,60000.0,"$60,000.00",BP-2020-41682,Commercial,Addition,7412,CENTRAL,AV,SW,,1,0000,LOS BLANCOS ADDN,400,60000,DANIEL BRANCH - CU48845897,"TSI TOWER SERVICES INC, CROWN CASTLE",20201023,
4,2020-10-23,"October 23, 2020",Mark Mico - Cu80212764,11150 Lomas Blvd. NE,Delinzio Builders Inc.,Alterations,1100,5750.0,"$5,750.00",BP-2020-43842,Commercial,Alterations,11150,LOMAS,BLVD,NE,,2A5A1A1,0000,HORNE DEVELOPMENT ADDN,1100,5750,MARK MICO - CU80212764,"DELINZIO BUILDERS, INC.",20201023,
5,2020-10-22,"October 22, 2020",Martin Grummer - Cu23278024,106 Wellesley  SE,"Kimcon Inc., Martin Grummer Architect",Addition,3816,400000.0,"$400,000.00",BP-2020-17104,Commercial,Addition,106,WELLESLEY,DR,SE,,3,48,UNIVERSITY HEIGHTS,3816,400000,MARTIN GRUMMER - CU23278024,"KIMCON INC., MARTIN GRUMMER ARCHITECT",20201022,1
6,2020-10-22,"October 22, 2020",Scooter Haynes - Cu63582762,4580 Loma Fuente Ave. NW,Architectural Contractors Inc.,New Building,9840,1047400.0,"$1,047,400.00",BP-2020-23438,Commercial,New Building,4580,LOMA FUENTE,AV,NW,,F,0000,FOUNTAIN HILLS PLAZA,9840,1047400,SCOOTER HAYNES - CU63582762,ARCHITECTURAL CONTRACTORS INC.,20201022,
7,2020-10-21,"October 21, 2020",Pam Kearney - Cu116300769,5009 Montgomery Blvd. NE,"Tri Phase Construction Inc., Scout Services",Alterations,1073,140000.0,"$140,000.00",BP-2020-25270,Commercial,Alterations,5009,MONTGOMERY,BLVD,NE,,D1B,0000,MONTGOMERY PLAZA,1073,140000,PAM KEARNEY - CU116300769,"TRI PHASE CONSTRUCTION INC., SCOUT SERVICES",20201021,2
8,2020-10-20,"October 20, 2020",Kellie Dunaway - Cu110396297,2821 Mountain Road NW,"Greenfield Construction, LLC",Alterations,8897,0.0,,BP-2020-10016,Commercial,Alterations,2821,MOUNTAIN,RD,NW,,C,0000,LULAC PROJECTO BIENVENIDO,8897,0,KELLIE DUNAWAY - CU110396297,"GREENFIELD CONSTRUCTION, LLC",20201020,
9,2020-10-20,"October 20, 2020",Kellie Dunaway - Cu110396297,2821 Mountain Road NW,Green Leaf Builders Llc,Alterations,8837,0.0,,BP-2020-10018,Commercial,Alterations,2821,MOUNTAIN,RD,NW,,C,0000,LULAC PROJECTO BIENVENIDO,8837,0,KELLIE DUNAWAY - CU110396297,GREEN LEAF BUILDERS LLC,20201020,
