,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-07-02,"July 02, 2021",Robert Listek - Cu102176088,9800 Candelaria Road NE,Rjl Construction Services Inc.,Alterations,3737,35000.0,"$35,000.00",BP-2021-12981,Commercial,Alterations,9800,CANDELARIA,RD,NE,,50,50,SNOW HEIGHTS ADDN,3737,35000,ROBERT LISTEK - CU102176088,RJL CONSTRUCTION SERVICES INC,20210702,1
1,2021-07-02,"July 02, 2021",Nm Orthopaedics Physical Therapy,2100 Louisiana Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,2250.0,"$2,250.00",GP-2021-20414,Commercial,Sign - Commercial Sign,2100,LOUISIANA,BLVD,NE,,A1A1A1A,0000,WINROCK CENTER ADDN,0,2250,NM ORTHOPAEDICS PHYSICAL THERAPY,ELECTRICAL PRODUCTS COMPANY,20210702,0
2,2021-07-02,"July 02, 2021",South Broadway Cultural Ctr,209 Lewis Ave. SE,Electrical Products Co.,Sign - Commercial Sign,0,1800.0,"$1,800.00",GP-2021-24468,Commercial,Sign - Commercial Sign,209,LEWIS,AV,SE,,1,0000,SOUTH BROADWAY LIBRARY & CULTURAL CENTER,0,1800,SOUTH BROADWAY CULTURAL CTR,ELECTRICAL PRODUCTS COMPANY,20210702,0
3,2021-07-02,"July 02, 2021",Ashley Malone - Cu129208389,10301 Cottonwood Park  NW,Protek Contractors,Alterations,1203,50000.0,"$50,000.00",BP-2021-10422,Commercial,Alterations,10301,COTTONWOOD PARK,,NW,,G1A2B1A,0000,SEVEN BAR RANCH,1203,50000,ASHLEY MALONE - CU129208389,PROTEK CONTRACTORS,20210702,
4,2021-07-02,"July 02, 2021",Kenneth Myers - Cu126508399,1415 4Th St. SW,P.T.M. Associated Builders Llc,Alterations,1433,75000.0,"$75,000.00",BP-2021-10962,Commercial,Alterations,1415,4TH,ST,SW,,30B,0000,MRGCD MAP 41,1433,75000,KENNETH MYERS - CU126508399,P.T.M. ASSOCIATED BUILDERS LLC,20210702,
5,2021-07-02,"July 02, 2021",Speridian,2400 Louisiana Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,1300.0,"$1,300.00",GP-2021-28199,Commercial,Sign - Commercial Sign,2400,LOUISIANA,BLVD,NE,,2A,C,LOUISIANA,0,1300,SPERIDIAN,ELECTRICAL PRODUCTS COMPANY,20210702,0
6,2021-07-02,"July 02, 2021",Kenneth Myers - Cu126508399,1411 4Th St. SW,P.T.M. Associated Builders Llc,Alterations,1978,50000.0,"$50,000.00",BP-2021-10961,Commercial,Alterations,1411,4TH,ST,SW,,1,1,GUTIERREZ ADDN,1978,50000,KENNETH MYERS - CU126508399,P.T.M. ASSOCIATED BUILDERS LLC,20210702,
7,2021-07-02,"July 02, 2021",Richard Mann - Cu49477370,9501 Lomas Blvd. NE,"Mann, Richard",Addition,192,5000.0,"$5,000.00",BP-2021-16394,Commercial,Addition,9501,LOMAS,BLVD,NE,,1A,A,MESA VILLAGE,192,5000,RICHARD MANN - CU49477370,"MANN, RICHARD",20210702,
8,2021-07-02,"July 02, 2021",Extra Space Storage,4909 Juan Tabo Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,3200.0,"$3,200.00",GP-2021-21739,Commercial,Sign - Commercial Sign,4909,JUAN TABO,BLVD,NE,,G1A,0000,ACADEMY PLACE,0,3200,EXTRA SPACE STORAGE,ELECTRICAL PRODUCTS COMPANY,20210702,0
9,2021-07-02,"July 02, 2021",Mark Rouch - Cu119898096,11020 Montgomery Blvd. NE,"Stitt, J.M. Construction Inc., Rouch Architects",Alterations,3036,493200.0,"$493,200.00",BP-2021-23195,Commercial,Alterations,11020,MONTGOMERY,BLVD,NE,,B1B,1,TARA,3036,493200,MARK ROUCH - CU119898096,"STITT, J.M. CONSTRUCTION, INC., ROUCH ARCHITECTS",20210702,1
