,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2021-09-03,"September 03, 2021",Delia Barrett - Cu33336253,1001 Indian School Road NW,"Hart Design And Construction Inc., Studio Southwest Architects",Alterations,5500,750000.0,"$750,000.00",BP-2021-23701,Commercial,Alterations,1001,INDIAN SCHOOL,RD,NW,,84E,0000,MRGCD MAP 35,5500,750000,DELIA BARRETT - CU33336253,"HART DESIGN AND CONSTRUCTION INC., STUDIO SOUTHWEST ARCHITECTS",20210903,
1,2021-09-03,"September 03, 2021",Carlos  Torres - Cu66674539,5200 Menaul Blvd. NE,"Xpress Construction And Services Llc, Modulus Architects Inc.",Alterations,1880,795450.0,"$795,450.00",BP-2021-25150,Commercial,Alterations,5200,MENAUL,BLVD,NE,,4A1,108,BEL-AIR,1880,795450,CARLOS  TORRES - CU66674539,"XPRESS CONSTRUCTION AND SERVICES LLC, MODULUS ARCHITECTS, INC",20210903,
2,2021-09-03,"September 03, 2021",Dennis Caswell - Cu86107473,6200 Uptown Blvd. NE,Dpc Construction Ltd. Co.,Alterations,2999,50000.0,"$50,000.00",BP-2021-24699,Commercial,Alterations,6200,UPTOWN,BLVD,NE,,2B3,0000,BELLAMAH OFFICE ADDN,2999,50000,DENNIS CASWELL - CU86107473,DPC CONSTRUCTION LTD. CO.,20210903,
3,2021-09-03,"September 03, 2021",Regina Okoye - Cu114172906,7509 Menaul Blvd. NE,"7B Building & Development Llc, Modulus Architects Inc.",New Building,3486,1000000.0,"$1,000,000.00",BP-2021-17219,Commercial,New Building,7509,MENAUL,BLVD,NE,,3,8,BROAD ACRES ADDN,3486,1000000,REGINA OKOYE - CU114172906,"7B BUILDING & DEVELOPMENT LLC, MODULUS ARCHITECTS, INC",20210903,
4,2021-09-03,"September 03, 2021",Carlos  Torres - Cu66674539,5200 Menaul Blvd. NE,"Xpress Construction And Services Llc, Modulus Architects Inc.",Alterations,843,0.0,,BP-2021-26318,Commercial,Alterations,5200,MENAUL,BLVD,NE,,4A1,108,BEL-AIR,843,0,CARLOS  TORRES - CU66674539,"XPRESS CONSTRUCTION AND SERVICES LLC, MODULUS ARCHITECTS, INC",20210903,
5,2021-09-03,"September 03, 2021",Robert  Quintana - Cu61751232,2100 Louisiana Blvd. NE,"Hart Design And Construction Inc., Robert Quintana, Aia",Alterations,1499,85000.0,"$85,000.00",BP-2021-28146,Commercial,Alterations,2100,LOUISIANA,BLVD,NE,,A,0000,WINROCK CENTER ADDN,1499,85000,ROBERT  QUINTANA - CU61751232,"HART DESIGN AND CONSTRUCTION INC., ROBERT QUINTANA, AIA",20210903,
6,2021-09-03,"September 03, 2021",Wendell Montgomery - Cu115962870,3400 Nm 528  NW,Modulus Design Llc,Alterations,2375,150000.0,"$150,000.00",BP-2021-29144,Commercial,Alterations,3400,NM 528,,NW,,3, ,LOWES,2375,150000,WENDELL MONTGOMERY - CU115962870,MODULUS DESIGN LLC,20210903,
7,2021-09-03,"September 03, 2021","Thomas Cooley, Ph.D",6001 Winter Haven Road NW,Alan White Signs Llc,Sign - Commercial Sign,0,0.0,,GP-2021-33701,Commercial,Sign - Commercial Sign,6001,WINTER HAVEN,RD,NW,,5A1B1B,0000,TAYLOR--JOEL P,0,0,"THOMAS COOLEY, PH.D",ALAN WHITE SIGNS LLC,20210903,0
8,2021-09-02,"September 02, 2021",Doug Heller - Cu76280795,3715 Silver Ave. SE,"Insight Construction, LLC, Mullen Heller Architecture",Alterations,20490,800000.0,"$800,000.00",BP-2021-27040,Commercial,Alterations,3715,SILVER,AV,SE,,11,2,MANKATO PLACE,20490,800000,DOUG HELLER - CU76280795,"INSIGHT CONSTRUCTION, LLC, MULLEN HELLER ARCHITECTURE",20210902,
9,2021-09-02,"September 02, 2021",Marti Macdonald - Cu52801347,412 4Th St. NW,Paradise Power Company Inc.,City Project,9,63489.0,"$63,489.00",BP-2021-36851,Commercial,City Project,412,4TH,ST,NW,,24A,E,MANDELLS BUSINESS & RESIDENCE ADDN,9,63489,MARTI MACDONALD - CU52801347,PARADISE POWER COMPANY INC,20210902,
10,2021-09-02,"September 02, 2021",Minnie  Harrison - Cu104286733,10200 Bell Ave. SE,"Henderson, Jack B. Construction Co. Inc.",New Building,26372,1739000.0,"$1,739,000.00",BP-2021-02594,Commercial,New Building,10200,BELL,AV,SE,,10,46,SKYLINE HEIGHTS,26372,1739000,MINNIE  HARRISON - CU104286733,"HENDERSON, JACK B. CONSTRUCTION CO. INC.",20210902,
11,2021-09-02,"September 02, 2021",L E Riley - Cu122831887,4101 Central Ave. NE,"Alliance Residential Builders, LLC.",Addition,9040,127000.0,"$127,000.00",BP-2021-24182,Commercial,Addition,4101,CENTRAL,AV,NE,,6,2,MESA GRANDE ADDN,9040,127000,L E RILEY - CU122831887,"ALLIANCE RESIDENTIAL BUILDERS, LLC.",20210902,
